Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloFullGenome,GuideID,GeneSymbol,AvanaFullGenome,GuideID,GeneSymbol
,,,,,,,GLIS1_53529792,GLIS1,,IGFLR1-1,IGFLR1
,,,,,,,GLIS1_53594515,GLIS1,,IGFLR1-2,IGFLR1
,,,,,,,GLIS1_53594731,GLIS1,,IGFLR1-3,IGFLR1
,,,,,,,GLIS2_4333409,GLIS2,,IGFLR1-4,IGFLR1
,,,,,,,GLIS2_4334816,GLIS2,,IGFN1-1,IGFN1
,,,,,,,GLIS2_4335104,GLIS2,,IGFN1-2,IGFN1
,,,,,,,GLIS2_4336792,GLIS2,,IGFN1-3,IGFN1
,,,,,,,GLIS3_4117890,GLIS3,,IGFN1-4,IGFN1
,,,,,,,GLIS3_4118624,GLIS3,,IGHMBP2-1,IGHMBP2
,,,,,,,GLIS3_4125885,GLIS3,,IGHMBP2-2,IGHMBP2
,,,,,,,GLIS3_4286235,GLIS3,,IGHMBP2-3,IGHMBP2
,,,,,,,GLMN_92266710,GLMN,,IGHMBP2-4,IGHMBP2
,,,,,,,GLMN_92271504,GLMN,,IGIP-1,IGIP
,,,,,,,GLMN_92289094,GLMN,,IGIP-2,IGIP
,,,,,,,GLMN_92291509,GLMN,,IGIP-4,IGIP
,,,,,,,GLMP_156294161,GLMP,,IGJ-1,IGJ
,,,,,,,GLMP_156294487,GLMP,,IGJ-2,IGJ
,,,,,,,GLMP_156294541,GLMP,,IGJ-3,IGJ
,,,,,,,GLMP_156294955,GLMP,,IGJ-4,IGJ
,,,,,,,GLO1_38682834,GLO1,,IGLL1-1,IGLL1
,,,,,,,GLO1_38684414,GLO1,,IGLL1-2,IGLL1
,,,,,,,GLO1_38686944,GLO1,,IGLL1-3,IGLL1
,,,,,,,GLO1_38702988,GLO1,,IGLL1-4,IGLL1
,,,,,,,GLOD4_770494,GLOD4,,IGLL5-1,IGLL5
,,,,,,,GLOD4_775779,GLOD4,,IGLL5-2,IGLL5
,,,,,,,GLOD4_776963,GLOD4,,IGLL5-3,IGLL5
,,,,,,,GLOD4_782206,GLOD4,,IGLL5-4,IGLL5
,,,,,,,GLOD5_48765869,GLOD5,,IGLON5-1,IGLON5
,,,,,,,GLOD5_48765894,GLOD5,,IGLON5-2,IGLON5
,,,,,,,GLOD5_48770973,GLOD5,,IGLON5-3,IGLON5
,,,,,,,GLOD5_48771030,GLOD5,,IGLON5-4,IGLON5
,,,,,,,GLP1R_39057496,GLP1R,,IGSF1-1,IGSF1
,,,,,,,GLP1R_39065817,GLP1R,,IGSF1-2,IGSF1
,,,,,,,GLP1R_39066285,GLP1R,,IGSF1-3,IGSF1
,,,,,,,GLP1R_39073765,GLP1R,,IGSF10-1,IGSF10
,,,,,,,GLP2R_9833880,GLP2R,,IGSF10-2,IGSF10
,,,,,,,GLP2R_9836466,GLP2R,,IGSF11-1,IGSF11
,,,,,,,GLP2R_9854539,GLP2R,,IGSF11-2,IGSF11
,,,,,,,GLP2R_9861149,GLP2R,,IGSF11-3,IGSF11
,,,,,,,GLRA1_151851505,GLRA1,,IGSF21-1,IGSF21
,,,,,,,GLRA1_151859938,GLRA1,,IGSF21-2,IGSF21
,,,,,,,GLRA1_151886726,GLRA1,,IGSF21-3,IGSF21
,,,,,,,GLRA1_151892344,GLRA1,,IGSF22-1,IGSF22
,,,,,,,GLRA2_14532264,GLRA2,,IGSF22-2,IGSF22
,,,,,,,GLRA2_14574396,GLRA2,,IGSF22-3,IGSF22
,,,,,,,GLRA2_14607131,GLRA2,,IGSF22-4,IGSF22
,,,,,,,GLRA2_14609156,GLRA2,,IGSF23-1,IGSF23
,,,,,,,GLRA3_174677128,GLRA3,,IGSF23-2,IGSF23
,,,,,,,GLRA3_174677213,GLRA3,,IGSF23-3,IGSF23
,,,,,,,GLRA3_174682886,GLRA3,,IGSF23-4,IGSF23
,,,,,,,GLRA3_174728649,GLRA3,,IGSF3-1,IGSF3
,,,,,,,GLRA4_103724145,GLRA4,,IGSF3-2,IGSF3
,,,,,,,GLRA4_103724244,GLRA4,,IGSF3-3,IGSF3
,,,,,,,GLRA4_103724546,GLRA4,,IGSF3-4,IGSF3
,,,,,,,GLRA4_103724992,GLRA4,,IGSF5-1,IGSF5
,,,,,,,GLRB_157120603,GLRB,,IGSF5-2,IGSF5
,,,,,,,GLRB_157136853,GLRB,,IGSF5-3,IGSF5
,,,,,,,GLRB_157143885,GLRB,,IGSF6-1,IGSF6
,,,,,,,GLRB_157152748,GLRB,,IGSF6-2,IGSF6
,,,,,,,GLRX2_193097658,GLRX2,,IGSF6-3,IGSF6
,,,,,,,GLRX2_193097678,GLRX2,,IGSF6-4,IGSF6
,,,,,,,GLRX2_193097703,GLRX2,,IGSF8-1,IGSF8
,,,,,,,GLRX2_193097742,GLRX2,,IGSF8-2,IGSF8
,,,,,,,GLRX3_130145223,GLRX3,,IGSF8-3,IGSF8
,,,,,,,GLRX3_130160892,GLRX3,,IGSF8-4,IGSF8
,,,,,,,GLRX3_130160994,GLRX3,,IGSF9-1,IGSF9
,,,,,,,GLRX3_130166635,GLRX3,,IGSF9-2,IGSF9
,,,,,,,GLRX5_95535264,GLRX5,,IGSF9-3,IGSF9
,,,,,,,GLRX5_95535304,GLRX5,,IGSF9-4,IGSF9
,,,,,,,GLRX5_95535341,GLRX5,,IGSF9B-1,IGSF9B
,,,,,,,GLRX5_95535380,GLRX5,,IGSF9B-2,IGSF9B
,,,,,,,GLRX_95822473,GLRX,,IGSF9B-3,IGSF9B
,,,,,,,GLRX_95822509,GLRX,,IGSF9B-4,IGSF9B
,,,,,,,GLRX_95822546,GLRX,,IHH-1,IHH
,,,,,,,GLRX_95822584,GLRX,,IHH-2,IHH
,,,,,,,GLS2_56475645,GLS2,,IHH-3,IHH
,,,,,,,GLS2_56477704,GLS2,,IHH-4,IHH
,,,,,,,GLS2_56479095,GLS2,,IK-1,IK
,,,,,,,GLS2_56479801,GLS2,,IKBIP-1,IKBIP
,,,,,,,GLS_190881359,GLS,,IKBIP-2,IKBIP
,,,,,,,GLS_190895637,GLS,,IKBIP-3,IKBIP
,,,,,,,GLS_190901991,GLS,,IKBKAP-1,IKBKAP
,,,,,,,GLS_190910283,GLS,,IKBKAP-2,IKBKAP
,,,,,,,GLT1D1_128853625,GLT1D1,,IKBKAP-3,IKBKAP
,,,,,,,GLT1D1_128875980,GLT1D1,,IKBKB-1,IKBKB
,,,,,,,GLT1D1_128947346,GLT1D1,,IKBKB-2,IKBKB
,,,,,,,GLT1D1_128947406,GLT1D1,,IKBKB-3,IKBKB
,,,,,,,GLT6D1_135624511,GLT6D1,,IKBKE-1,IKBKE
,,,,,,,GLT6D1_135624588,GLT6D1,,IKBKE-2,IKBKE
,,,,,,,GLT6D1_135626100,GLT6D1,,IKBKE-3,IKBKE
,,,,,,,GLT6D1_135626179,GLT6D1,,IKBKG-1,IKBKG
,,,,,,,GLT8D1_52695521,GLT8D1,,IKBKG-2,IKBKG
,,,,,,,GLT8D1_52695947,GLT8D1,,IKBKG-3,IKBKG
,,,,,,,GLT8D1_52696309,GLT8D1,,IKBKG-4,IKBKG
,,,,,,,GLT8D1_52697863,GLT8D1,,IKZF1-1,IKZF1
,,,,,,,GLT8D2_103996749,GLT8D2,,IKZF1-2,IKZF1
,,,,,,,GLT8D2_103996802,GLT8D2,,IKZF1-3,IKZF1
,,,,,,,GLT8D2_104003181,GLT8D2,,IKZF2-1,IKZF2
,,,,,,,GLT8D2_104015066,GLT8D2,,IKZF2-2,IKZF2
,,,,,,,GLTPD2_4789072,GLTPD2,,IKZF2-3,IKZF2
,,,,,,,GLTPD2_4789625,GLTPD2,,IKZF2-4,IKZF2
,,,,,,,GLTPD2_4789775,GLTPD2,,IKZF3-1,IKZF3
,,,,,,,GLTPD2_4789872,GLTPD2,,IKZF3-2,IKZF3
,,,,,,,GLTP_109855681,GLTP,,IKZF3-3,IKZF3
,,,,,,,GLTP_109857560,GLTP,,IKZF3-4,IKZF3
,,,,,,,GLTP_109858688,GLTP,,IKZF4-1,IKZF4
,,,,,,,GLTP_109880276,GLTP,,IKZF4-2,IKZF4
,,,,,,,GLTSCR1L_42828907,GLTSCR1L,,IKZF4-3,IKZF4
,,,,,,,GLTSCR1L_42829347,GLTSCR1L,,IKZF5-1,IKZF5
,,,,,,,GLTSCR1L_42829853,GLTSCR1L,,IKZF5-2,IKZF5
,,,,,,,GLTSCR1L_42855906,GLTSCR1L,,IKZF5-3,IKZF5
,,,,,,,GLTSCR1_47680195,GLTSCR1,,IL10-1,IL10
,,,,,,,GLTSCR1_47680681,GLTSCR1,,IL10-2,IL10
,,,,,,,GLTSCR1_47681205,GLTSCR1,,IL10-3,IL10
,,,,,,,GLTSCR1_47694652,GLTSCR1,,IL10RA-1,IL10RA
,,,,,,,GLTSCR2_47745694,GLTSCR2,,IL10RA-2,IL10RA
,,,,,,,GLTSCR2_47746967,GLTSCR2,,IL10RA-3,IL10RA
,,,,,,,GLTSCR2_47750283,GLTSCR2,,IL10RB-1,IL10RB
,,,,,,,GLTSCR2_47751540,GLTSCR2,,IL10RB-2,IL10RB
,,,,,,,GLUD1_87060823,GLUD1,,IL10RB-3,IL10RB
,,,,,,,GLUD1_87068124,GLUD1,,IL10RB-4,IL10RB
,,,,,,,GLUD1_87076655,GLUD1,,IL11-1,IL11
,,,,,,,GLUD1_87094607,GLUD1,,IL11-2,IL11
,,,,,,,GLUD2_121047863,GLUD2,,IL11-3,IL11
,,,,,,,GLUD2_121048123,GLUD2,,IL11RA-1,IL11RA
,,,,,,,GLUD2_121048365,GLUD2,,IL11RA-2,IL11RA
,,,,,,,GLUD2_121048746,GLUD2,,IL11RA-3,IL11RA
,,,,,,,GLUL_182385780,GLUL,,IL12A-1,IL12A
,,,,,,,GLUL_182386367,GLUL,,IL12A-2,IL12A
,,,,,,,GLUL_182387206,GLUL,,IL12A-3,IL12A
,,,,,,,GLUL_182387282,GLUL,,IL12B-1,IL12B
,,,,,,,GLYATL1_58947884,GLYATL1,,IL12B-2,IL12B
,,,,,,,GLYATL1_58947937,GLYATL1,,IL12B-3,IL12B
,,,,,,,GLYATL1_58955261,GLYATL1,,IL12RB1-1,IL12RB1
,,,,,,,GLYATL1_58955679,GLYATL1,,IL12RB1-2,IL12RB1
,,,,,,,GLYATL2_58834779,GLYATL2,,IL12RB1-3,IL12RB1
,,,,,,,GLYATL2_58837049,GLYATL2,,IL12RB1-4,IL12RB1
,,,,,,,GLYATL2_58837276,GLYATL2,,IL12RB2-1,IL12RB2
,,,,,,,GLYATL2_58838279,GLYATL2,,IL12RB2-2,IL12RB2
,,,,,,,GLYATL3_49515660,GLYATL3,,IL12RB2-3,IL12RB2
,,,,,,,GLYATL3_49515756,GLYATL3,,IL12RB2-4,IL12RB2
,,,,,,,GLYATL3_49526505,GLYATL3,,IL13-1,IL13
,,,,,,,GLYATL3_49526579,GLYATL3,,IL13-2,IL13
,,,,,,,GLYAT_58710137,GLYAT,,IL13-3,IL13
,,,,,,,GLYAT_58712804,GLYAT,,IL13RA1-1,IL13RA1
,,,,,,,GLYAT_58715323,GLYAT,,IL13RA1-2,IL13RA1
,,,,,,,GLYAT_58715398,GLYAT,,IL13RA1-3,IL13RA1
,,,,,,,GLYCTK_52290591,GLYCTK,,IL13RA1-4,IL13RA1
,,,,,,,GLYCTK_52290999,GLYCTK,,IL13RA2-1,IL13RA2
,,,,,,,GLYCTK_52291864,GLYCTK,,IL13RA2-2,IL13RA2
,,,,,,,GLYCTK_52292373,GLYCTK,,IL13RA2-3,IL13RA2
,,,,,,,GLYR1_4821381,GLYR1,,IL13RA2-4,IL13RA2
,,,,,,,GLYR1_4823895,GLYR1,,IL15-1,IL15
,,,,,,,GLYR1_4832176,GLYR1,,IL15-2,IL15
,,,,,,,GLYR1_4845118,GLYR1,,IL15-3,IL15
,,,,,,,GM2A_151259811,GM2A,,IL15RA-1,IL15RA
,,,,,,,GM2A_151259873,GM2A,,IL15RA-2,IL15RA
,,,,,,,GM2A_151266784,GM2A,,IL15RA-3,IL15RA
,,,,,,,GM2A_151266849,GM2A,,IL15RA-4,IL15RA
,,,,,,,GMCL1_69830092,GMCL1,,IL16-1,IL16
,,,,,,,GMCL1_69839549,GMCL1,,IL16-2,IL16
,,,,,,,GMCL1_69843227,GMCL1,,IL16-3,IL16
,,,,,,,GMCL1_69854854,GMCL1,,IL16-4,IL16
,,,,,,,GMDS_1930205,GMDS,,IL17A-1,IL17A
,,,,,,,GMDS_1959926,GMDS,,IL17A-2,IL17A
,,,,,,,GMDS_1960926,GMDS,,IL17A-3,IL17A
,,,,,,,GMDS_2117542,GMDS,,IL17A-4,IL17A
,,,,,,,GMEB1_28690130,GMEB1,,IL17B-1,IL17B
,,,,,,,GMEB1_28691639,GMEB1,,IL17B-2,IL17B
,,,,,,,GMEB1_28693028,GMEB1,,IL17B-3,IL17B
,,,,,,,GMEB1_28697055,GMEB1,,IL17C-1,IL17C
,,,,,,,GMEB2_63590694,GMEB2,,IL17C-2,IL17C
,,,,,,,GMEB2_63597839,GMEB2,,IL17C-3,IL17C
,,,,,,,GMEB2_63604746,GMEB2,,IL17D-1,IL17D
,,,,,,,GMEB2_63619271,GMEB2,,IL17D-2,IL17D
,,,,,,,GMFB_54480899,GMFB,,IL17D-3,IL17D
,,,,,,,GMFB_54480924,GMFB,,IL17D-4,IL17D
,,,,,,,GMFB_54481457,GMFB,,IL17F-1,IL17F
,,,,,,,GMFB_54482179,GMFB,,IL17F-2,IL17F
,,,,,,,GMFG_39329594,GMFG,,IL17F-3,IL17F
,,,,,,,GMFG_39333082,GMFG,,IL17RA-1,IL17RA
,,,,,,,GMFG_39333117,GMFG,,IL17RA-2,IL17RA
,,,,,,,GMFG_39335438,GMFG,,IL17RA-3,IL17RA
,,,,,,,GMIP_19635130,GMIP,,IL17RB-1,IL17RB
,,,,,,,GMIP_19635530,GMIP,,IL17RB-2,IL17RB
,,,,,,,GMIP_19637436,GMIP,,IL17RC-1,IL17RC
,,,,,,,GMIP_19638218,GMIP,,IL17RC-2,IL17RC
,,,,,,,GML_142840499,GML,,IL17RC-3,IL17RC
,,,,,,,GML_142841143,GML,,IL17RC-4,IL17RC
,,,,,,,GML_142841195,GML,,IL17RD-1,IL17RD
,,,,,,,GML_142846512,GML,,IL17RD-2,IL17RD
,,,,,,,GMNC_190855662,GMNC,,IL17RD-3,IL17RD
,,,,,,,GMNC_190855724,GMNC,,IL17RE-1,IL17RE
,,,,,,,GMNC_190855788,GMNC,,IL17RE-2,IL17RE
,,,,,,,GMNC_190858988,GMNC,,IL17RE-3,IL17RE
,,,,,,,GMNN_24781504,GMNN,,IL17RE-4,IL17RE
,,,,,,,GMNN_24781545,GMNN,,IL17REL-1,IL17REL
,,,,,,,GMNN_24781592,GMNN,,IL17REL-2,IL17REL
,,,,,,,GMNN_24784108,GMNN,,IL17REL-3,IL17REL
,,,,,,,GMPPA_219501932,GMPPA,,IL18-1,IL18
,,,,,,,GMPPA_219504133,GMPPA,,IL18-2,IL18
,,,,,,,GMPPA_219505273,GMPPA,,IL18-3,IL18
,,,,,,,GMPPA_219505358,GMPPA,,IL18BP-1,IL18BP
,,,,,,,GMPPB_49722437,GMPPB,,IL18BP-2,IL18BP
,,,,,,,GMPPB_49722642,GMPPB,,IL18R1-1,IL18R1
,,,,,,,GMPPB_49722724,GMPPB,,IL18R1-2,IL18R1
,,,,,,,GMPPB_49723442,GMPPB,,IL18R1-3,IL18R1
,,,,,,,GMPR2_24233336,GMPR2,,IL18RAP-1,IL18RAP
,,,,,,,GMPR2_24233562,GMPR2,,IL18RAP-2,IL18RAP
,,,,,,,GMPR2_24235779,GMPR2,,IL18RAP-3,IL18RAP
,,,,,,,GMPR2_24236042,GMPR2,,IL18RAP-4,IL18RAP
,,,,,,,GMPR_16238751,GMPR,,IL19-1,IL19
,,,,,,,GMPR_16254637,GMPR,,IL19-2,IL19
,,,,,,,GMPR_16254711,GMPR,,IL1A-1,IL1A
,,,,,,,GMPR_16278831,GMPR,,IL1A-2,IL1A
,,,,,,,GMPS_155893623,GMPS,,IL1A-3,IL1A
,,,,,,,GMPS_155897982,GMPS,,IL1B-1,IL1B
,,,,,,,GMPS_155911114,GMPS,,IL1B-2,IL1B
,,,,,,,GMPS_155916075,GMPS,,IL1B-3,IL1B
,,,,,,,GNA11_3110329,GNA11,,IL1B-4,IL1B
,,,,,,,GNA11_3113382,GNA11,,IL1F10-1,IL1F10
,,,,,,,GNA11_3114958,GNA11,,IL1F10-2,IL1F10
,,,,,,,GNA11_3119017,GNA11,,IL1F10-3,IL1F10
,,,,,,,GNA12_2794963,GNA12,,IL1F10-4,IL1F10
,,,,,,,GNA12_2795042,GNA12,,IL1R1-1,IL1R1
,,,,,,,GNA12_2795112,GNA12,,IL1R1-2,IL1R1
,,,,,,,GNA12_2843903,GNA12,,IL1R1-3,IL1R1
,,,,,,,GNA13_65014698,GNA13,,IL1R2-1,IL1R2
,,,,,,,GNA13_65053548,GNA13,,IL1RAP-1,IL1RAP
,,,,,,,GNA13_65053634,GNA13,,IL1RAP-2,IL1RAP
,,,,,,,GNA13_65056316,GNA13,,IL1RAP-3,IL1RAP
,,,,,,,GNA14_77428936,GNA14,,IL1RAP-4,IL1RAP
,,,,,,,GNA14_77429035,GNA14,,IL1RAPL1-1,IL1RAPL1
,,,,,,,GNA14_77434409,GNA14,,IL1RAPL1-2,IL1RAPL1
,,,,,,,GNA14_77647709,GNA14,,IL1RAPL1-3,IL1RAPL1
,,,,,,,GNA15_3136521,GNA15,,IL1RAPL2-1,IL1RAPL2
,,,,,,,GNA15_3150268,GNA15,,IL1RAPL2-2,IL1RAPL2
,,,,,,,GNA15_3155834,GNA15,,IL1RAPL2-3,IL1RAPL2
,,,,,,,GNA15_3155912,GNA15,,IL1RAPL2-4,IL1RAPL2
,,,,,,,GNAI1_80189116,GNAI1,,IL1RL1-1,IL1RL1
,,,,,,,GNAI1_80189190,GNAI1,,IL1RL1-2,IL1RL1
,,,,,,,GNAI1_80210977,GNAI1,,IL1RL2-1,IL1RL2
,,,,,,,GNAI1_80211070,GNAI1,,IL1RL2-2,IL1RL2
,,,,,,,GNAI2_50252534,GNAI2,,IL1RL2-3,IL1RL2
,,,,,,,GNAI2_50253100,GNAI2,,IL1RL2-4,IL1RL2
,,,,,,,GNAI2_50256274,GNAI2,,IL1RN-1,IL1RN
,,,,,,,GNAI2_50256945,GNAI2,,IL1RN-2,IL1RN
,,,,,,,GNAI3_109548791,GNAI3,,IL1RN-3,IL1RN
,,,,,,,GNAI3_109573919,GNAI3,,IL2-1,IL2
,,,,,,,GNAI3_109579296,GNAI3,,IL2-2,IL2
,,,,,,,GNAI3_109582469,GNAI3,,IL2-3,IL2
,,,,,,,GNAL_11752498,GNAL,,IL20-1,IL20
,,,,,,,GNAL_11753678,GNAL,,IL20-2,IL20
,,,,,,,GNAL_11862421,GNAL,,IL20-3,IL20
,,,,,,,GNAL_11867168,GNAL,,IL20RA-1,IL20RA
,,,,,,,GNAO1_56328764,GNAO1,,IL20RA-2,IL20RA
,,,,,,,GNAO1_56334797,GNAO1,,IL20RA-3,IL20RA
,,,,,,,GNAO1_56336743,GNAO1,,IL20RA-4,IL20RA
,,,,,,,GNAO1_56336805,GNAO1,,IL20RB-1,IL20RB
,,,,,,,GNAQ_77794582,GNAQ,,IL20RB-2,IL20RB
,,,,,,,GNAQ_77797608,GNAQ,,IL20RB-3,IL20RB
,,,,,,,GNAQ_77922162,GNAQ,,IL21-1,IL21
,,,,,,,GNAQ_77922296,GNAQ,,IL21-2,IL21
,,,,,,,GNAS_58898949,GNAS,,IL21-3,IL21
,,,,,,,GNAS_58903758,GNAS,,IL21R-1,IL21R
,,,,,,,GNAS_58909370,GNAS,,IL21R-2,IL21R
,,,,,,,GNAS_58909530,GNAS,,IL21R-3,IL21R
,,,,,,,GNAT1_50193307,GNAT1,,IL21R-4,IL21R
,,,,,,,GNAT1_50193375,GNAT1,,IL22-1,IL22
,,,,,,,GNAT1_50193543,GNAT1,,IL22-2,IL22
,,,,,,,GNAT1_50194193,GNAT1,,IL22-3,IL22
,,,,,,,GNAT2_109606007,GNAT2,,IL22RA1-1,IL22RA1
,,,,,,,GNAT2_109606392,GNAT2,,IL22RA1-2,IL22RA1
,,,,,,,GNAT2_109608649,GNAT2,,IL22RA1-3,IL22RA1
,,,,,,,GNAT2_109610072,GNAT2,,IL22RA2-1,IL22RA2
,,,,,,,GNAT3_80462531,GNAT3,,IL22RA2-2,IL22RA2
,,,,,,,GNAT3_80478915,GNAT3,,IL22RA2-3,IL22RA2
,,,,,,,GNAT3_80478988,GNAT3,,IL23A-1,IL23A
,,,,,,,GNAT3_80494606,GNAT3,,IL23A-2,IL23A
,,,,,,,GNAZ_23095866,GNAZ,,IL23R-1,IL23R
,,,,,,,GNAZ_23096037,GNAZ,,IL23R-2,IL23R
,,,,,,,GNAZ_23096192,GNAZ,,IL23R-3,IL23R
,,,,,,,GNAZ_23096326,GNAZ,,IL23R-4,IL23R
,,,,,,,GNB1L_19802159,GNB1L,,IL24-1,IL24
,,,,,,,GNB1L_19812321,GNB1L,,IL24-2,IL24
,,,,,,,GNB1L_19812392,GNB1L,,IL24-3,IL24
,,,,,,,GNB1L_19820668,GNB1L,,IL24-4,IL24
,,,,,,,GNB1_1790546,GNB1,,IL25-1,IL25
,,,,,,,GNB1_1804462,GNB1,,IL25-2,IL25
,,,,,,,GNB1_1806519,GNB1,,IL25-3,IL25
,,,,,,,GNB1_1815818,GNB1,,IL25-4,IL25
,,,,,,,GNB2L1_181239117,GNB2L1,,IL26-1,IL26
,,,,,,,GNB2L1_181241515,GNB2L1,,IL26-2,IL26
,,,,,,,GNB2L1_181242186,GNB2L1,,IL26-3,IL26
,,,,,,,GNB2L1_181243698,GNB2L1,,IL26-4,IL26
,,,,,,,GNB2_100676699,GNB2,,IL27-1,IL27
,,,,,,,GNB2_100676796,GNB2,,IL27-2,IL27
,,,,,,,GNB2_100677752,GNB2,,IL27-3,IL27
,,,,,,,GNB2_100678184,GNB2,,IL27-4,IL27
,,,,,,,GNB3_6843194,GNB3,,IL27RA-1,IL27RA
,,,,,,,GNB3_6843418,GNB3,,IL27RA-2,IL27RA
,,,,,,,GNB3_6843482,GNB3,,IL27RA-3,IL27RA
,,,,,,,GNB3_6843683,GNB3,,IL2RA-1,IL2RA
,,,,,,,GNB4_179413767,GNB4,,IL2RA-2,IL2RA
,,,,,,,GNB4_179414930,GNB4,,IL2RA-3,IL2RA
,,,,,,,GNB4_179414990,GNB4,,IL2RA-4,IL2RA
,,,,,,,GNB4_179419450,GNB4,,IL2RB-1,IL2RB
,,,,,,,GNB5_52135621,GNB5,,IL2RB-2,IL2RB
,,,,,,,GNB5_52141175,GNB5,,IL2RB-3,IL2RB
,,,,,,,GNB5_52147511,GNB5,,IL2RB-4,IL2RB
,,,,,,,GNB5_52179873,GNB5,,IL2RG-1,IL2RG
,,,,,,,GNE_36227270,GNE,,IL2RG-2,IL2RG
,,,,,,,GNE_36246041,GNE,,IL2RG-3,IL2RG
,,,,,,,GNE_36246422,GNE,,IL2RG-4,IL2RG
,,,,,,,GNE_36249245,GNE,,IL3-1,IL3
,,,,,,,GNG10_111661645,GNG10,,IL3-2,IL3
,,,,,,,GNG10_111661666,GNG10,,IL3-3,IL3
,,,,,,,GNG10_111661687,GNG10,,IL31-1,IL31
,,,,,,,GNG10_111661711,GNG10,,IL31-2,IL31
,,,,,,,GNG11_93922151,GNG11,,IL31-3,IL31
,,,,,,,GNG11_93922169,GNG11,,IL31RA-1,IL31RA
,,,,,,,GNG11_93922184,GNG11,,IL31RA-2,IL31RA
,,,,,,,GNG11_93926135,GNG11,,IL31RA-3,IL31RA
,,,,,,,GNG12_67705532,GNG12,,IL31RA-4,IL31RA
,,,,,,,GNG12_67705551,GNG12,,IL32-1,IL32
,,,,,,,GNG12_67705564,GNG12,,IL32-2,IL32
,,,,,,,GNG12_67707653,GNG12,,IL32-3,IL32
,,,,,,,GNG13_798796,GNG13,,IL32-4,IL32
,,,,,,,GNG13_798811,GNG13,,IL33-1,IL33
,,,,,,,GNG13_798980,GNG13,,IL33-2,IL33
,,,,,,,GNG13_799047,GNG13,,IL33-3,IL33
,,,,,,,GNG2_51950701,GNG2,,IL34-1,IL34
,,,,,,,GNG2_51950712,GNG2,,IL34-2,IL34
,,,,,,,GNG2_51950754,GNG2,,IL34-3,IL34
,,,,,,,GNG2_51966605,GNG2,,IL34-4,IL34
,,,,,,,GNG3_62708315,GNG3,,IL36A-1,IL36A
,,,,,,,GNG3_62708351,GNG3,,IL36A-2,IL36A
,,,,,,,GNG3_62708704,GNG3,,IL36A-3,IL36A
,,,,,,,GNG3_62708724,GNG3,,IL36A-4,IL36A
,,,,,,,GNG4_235552193,GNG4,,IL36B-1,IL36B
,,,,,,,GNG4_235552212,GNG4,,IL36B-2,IL36B
,,,,,,,GNG4_235583745,GNG4,,IL36B-3,IL36B
,,,,,,,GNG4_235583805,GNG4,,IL36G-1,IL36G
,,,,,,,GNG5_84501967,GNG5,,IL36G-2,IL36G
,,,,,,,GNG5_84506037,GNG5,,IL36G-3,IL36G
,,,,,,,GNG5_84506064,GNG5,,IL36RN-1,IL36RN
,,,,,,,GNG5_84506076,GNG5,,IL36RN-2,IL36RN
,,,,,,,GNG7_2515103,GNG7,,IL36RN-3,IL36RN
,,,,,,,GNG7_2515141,GNG7,,IL36RN-4,IL36RN
,,,,,,,GNG7_2520629,GNG7,,IL37-1,IL37
,,,,,,,GNG7_2520667,GNG7,,IL37-2,IL37
,,,,,,,GNG8_46634604,GNG8,,IL3RA-1,IL3RA
,,,,,,,GNG8_46634625,GNG8,,IL3RA-2,IL3RA
,,,,,,,GNG8_46634646,GNG8,,IL3RA-3,IL3RA
,,,,,,,GNG8_46634658,GNG8,,IL4-1,IL4
,,,,,,,GNGT1_93906763,GNGT1,,IL4-2,IL4
,,,,,,,GNGT1_93906826,GNGT1,,IL4I1-1,IL4I1
,,,,,,,GNGT1_93910800,GNGT1,,IL4I1-2,IL4I1
,,,,,,,GNGT1_93910839,GNGT1,,IL4I1-3,IL4I1
,,,,,,,GNGT2_49206836,GNGT2,,IL4I1-4,IL4I1
,,,,,,,GNGT2_49206849,GNGT2,,IL4R-1,IL4R
,,,,,,,GNGT2_49206861,GNGT2,,IL4R-2,IL4R
,,,,,,,GNGT2_49206876,GNGT2,,IL4R-3,IL4R
,,,,,,,GNL1_30547453,GNL1,,IL4R-4,IL4R
,,,,,,,GNL1_30553365,GNL1,,IL5-1,IL5
,,,,,,,GNL1_30554890,GNL1,,IL5-2,IL5
,,,,,,,GNL1_30555555,GNL1,,IL5-3,IL5
,,,,,,,GNL2_37574435,GNL2,,IL5RA-1,IL5RA
,,,,,,,GNL2_37576457,GNL2,,IL5RA-2,IL5RA
,,,,,,,GNL2_37590706,GNL2,,IL6-1,IL6
,,,,,,,GNL2_37592763,GNL2,,IL6-2,IL6
,,,,,,,GNL3L_54543034,GNL3L,,IL6-3,IL6
,,,,,,,GNL3L_54548360,GNL3L,,IL6R-1,IL6R
,,,,,,,GNL3L_54551664,GNL3L,,IL6R-2,IL6R
,,,,,,,GNL3L_54551872,GNL3L,,IL6ST-1,IL6ST
,,,,,,,GNL3_52689093,GNL3,,IL6ST-2,IL6ST
,,,,,,,GNL3_52690652,GNL3,,IL6ST-3,IL6ST
,,,,,,,GNL3_52691616,GNL3,,IL7-1,IL7
,,,,,,,GNL3_52692958,GNL3,,IL7-2,IL7
,,,,,,,GNLY_85695356,GNLY,,IL7-3,IL7
,,,,,,,GNLY_85695378,GNLY,,IL7-4,IL7
