Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloFullGenome,GuideID,GeneSymbol,AvanaFullGenome,GuideID,GeneSymbol
,,,,,,,GNLY_85695977,GNLY,,IL7R-1,IL7R
,,,,,,,GNLY_85697534,GNLY,,IL7R-2,IL7R
,,,,,,,GNMT_42960832,GNMT,,IL7R-3,IL7R
,,,,,,,GNMT_42960898,GNMT,,IL7R-4,IL7R
,,,,,,,GNMT_42962331,GNMT,,IL9-1,IL9
,,,,,,,GNMT_42963175,GNMT,,IL9-2,IL9
,,,,,,,GNPAT_231251057,GNPAT,,IL9R-1,IL9R
,,,,,,,GNPAT_231262768,GNPAT,,IL9R-2,IL9R
,,,,,,,GNPAT_231266395,GNPAT,,IL9R-3,IL9R
,,,,,,,GNPAT_231267871,GNPAT,,IL9R-4,IL9R
,,,,,,,GNPDA1_142004991,GNPDA1,,ILDR1-1,ILDR1
,,,,,,,GNPDA1_142006149,GNPDA1,,ILDR1-2,ILDR1
,,,,,,,GNPDA1_142007853,GNPDA1,,ILDR1-3,ILDR1
,,,,,,,GNPDA1_142011914,GNPDA1,,ILDR1-4,ILDR1
,,,,,,,GNPDA2_44711124,GNPDA2,,ILDR2-1,ILDR2
,,,,,,,GNPDA2_44717201,GNPDA2,,ILDR2-2,ILDR2
,,,,,,,GNPDA2_44717258,GNPDA2,,ILDR2-3,ILDR2
,,,,,,,GNPDA2_44722085,GNPDA2,,ILDR2-4,ILDR2
,,,,,,,GNPNAT1_52781789,GNPNAT1,,ILF2-1,ILF2
,,,,,,,GNPNAT1_52781834,GNPNAT1,,ILF2-2,ILF2
,,,,,,,GNPNAT1_52781888,GNPNAT1,,ILF2-3,ILF2
,,,,,,,GNPNAT1_52783455,GNPNAT1,,ILF3-1,ILF3
,,,,,,,GNPTAB_101764515,GNPTAB,,ILF3-2,ILF3
,,,,,,,GNPTAB_101764862,GNPTAB,,ILF3-3,ILF3
,,,,,,,GNPTAB_101770511,GNPTAB,,ILF3-4,ILF3
,,,,,,,GNPTAB_101780264,GNPTAB,,ILK-1,ILK
,,,,,,,GNPTG_1361752,GNPTG,,ILK-2,ILK
,,,,,,,GNPTG_1361872,GNPTG,,ILK-3,ILK
,,,,,,,GNPTG_1361932,GNPTG,,ILK-4,ILK
,,,,,,,GNPTG_1362246,GNPTG,,ILKAP-1,ILKAP
,,,,,,,GNRH1_25421631,GNRH1,,ILKAP-2,ILKAP
,,,,,,,GNRH1_25423257,GNRH1,,ILKAP-3,ILKAP
,,,,,,,GNRH1_25423278,GNRH1,,ILKAP-4,ILKAP
,,,,,,,GNRH1_25423308,GNRH1,,ILVBL-1,ILVBL
,,,,,,,GNRH2_3044468,GNRH2,,ILVBL-2,ILVBL
,,,,,,,GNRH2_3044560,GNRH2,,ILVBL-3,ILVBL
,,,,,,,GNRH2_3044727,GNRH2,,ILVBL-4,ILVBL
,,,,,,,GNRH2_3044756,GNRH2,,IMMP1L-1,IMMP1L
,,,,,,,GNRHR_67753836,GNRHR,,IMMP1L-2,IMMP1L
,,,,,,,GNRHR_67754021,GNRHR,,IMMP1L-3,IMMP1L
,,,,,,,GNRHR_67754080,GNRHR,,IMMP1L-4,IMMP1L
,,,,,,,GNRHR_67754220,GNRHR,,IMMP2L-1,IMMP2L
,,,,,,,GNS_64739386,GNS,,IMMP2L-2,IMMP2L
,,,,,,,GNS_64744835,GNS,,IMMP2L-3,IMMP2L
,,,,,,,GNS_64745687,GNS,,IMMP2L-4,IMMP2L
,,,,,,,GNS_64747857,GNS,,IMMT-1,IMMT
,,,,,,,GOLGA1_124890451,GOLGA1,,IMMT-2,IMMT
,,,,,,,GOLGA1_124899334,GOLGA1,,IMMT-3,IMMT
,,,,,,,GOLGA1_124921820,GOLGA1,,IMMT-4,IMMT
,,,,,,,GOLGA1_124928277,GOLGA1,,IMP3-1,IMP3
,,,,,,,GOLGA2_128261247,GOLGA2,,IMP3-2,IMP3
,,,,,,,GOLGA2_128263035,GOLGA2,,IMP3-3,IMP3
,,,,,,,GOLGA2_128267261,GOLGA2,,IMP3-4,IMP3
,,,,,,,GOLGA2_128268521,GOLGA2,,IMP4-1,IMP4
,,,,,,,GOLGA3_132786751,GOLGA3,,IMP4-2,IMP4
,,,,,,,GOLGA3_132798465,GOLGA3,,IMP4-3,IMP4
,,,,,,,GOLGA3_132808042,GOLGA3,,IMP4-4,IMP4
,,,,,,,GOLGA3_132808304,GOLGA3,,IMPA1-1,IMPA1
,,,,,,,GOLGA4_37282151,GOLGA4,,IMPA1-2,IMPA1
,,,,,,,GOLGA4_37315576,GOLGA4,,IMPA1-3,IMPA1
,,,,,,,GOLGA4_37324114,GOLGA4,,IMPA1-4,IMPA1
,,,,,,,GOLGA4_37325731,GOLGA4,,IMPA2-1,IMPA2
,,,,,,,GOLGA5_92797602,GOLGA5,,IMPA2-2,IMPA2
,,,,,,,GOLGA5_92797712,GOLGA5,,IMPA2-3,IMPA2
,,,,,,,GOLGA5_92797843,GOLGA5,,IMPA2-4,IMPA2
,,,,,,,GOLGA5_92806934,GOLGA5,,IMPACT-1,IMPACT
,,,,,,,GOLGA6A_74074673,GOLGA6A,,IMPACT-2,IMPACT
,,,,,,,GOLGA6A_74074864,GOLGA6A,,IMPACT-3,IMPACT
,,,,,,,GOLGA6A_74075957,GOLGA6A,,IMPACT-4,IMPACT
,,,,,,,GOLGA6A_74080624,GOLGA6A,,IMPAD1-1,IMPAD1
,,,,,,,GOLGA6B_72656544,GOLGA6B,,IMPAD1-2,IMPAD1
,,,,,,,GOLGA6B_72659833,GOLGA6B,,IMPAD1-3,IMPAD1
,,,,,,,GOLGA6B_72661294,GOLGA6B,,IMPDH1-1,IMPDH1
,,,,,,,GOLGA6B_72662366,GOLGA6B,,IMPDH1-2,IMPDH1
,,,,,,,GOLGA6C_75260485,GOLGA6C,,IMPDH1-3,IMPDH1
,,,,,,,GOLGA6C_75264036,GOLGA6C,,IMPDH1-4,IMPDH1
,,,,,,,GOLGA6C_75265348,GOLGA6C,,IMPDH2-1,IMPDH2
,,,,,,,GOLGA6C_75266144,GOLGA6C,,IMPDH2-2,IMPDH2
,,,,,,,GOLGA6D_75284745,GOLGA6D,,IMPDH2-3,IMPDH2
,,,,,,,GOLGA6D_75288317,GOLGA6D,,IMPG1-1,IMPG1
,,,,,,,GOLGA6D_75290495,GOLGA6D,,IMPG1-2,IMPG1
,,,,,,,GOLGA6D_75290705,GOLGA6D,,IMPG1-3,IMPG1
,,,,,,,GOLGA6L10_82344914,GOLGA6L10,,IMPG2-1,IMPG2
,,,,,,,GOLGA6L10_82345208,GOLGA6L10,,IMPG2-2,IMPG2
,,,,,,,GOLGA6L10_82346623,GOLGA6L10,,IMPG2-3,IMPG2
,,,,,,,GOLGA6L10_82347535,GOLGA6L10,,INA-1,INA
,,,,,,,GOLGA6L1_23130339,GOLGA6L1,,INA-2,INA
,,,,,,,GOLGA6L1_23130644,GOLGA6L1,,INA-3,INA
,,,,,,,GOLGA6L1_23133250,GOLGA6L1,,INA-4,INA
,,,,,,,GOLGA6L1_23136595,GOLGA6L1,,INADL-1,INADL
,,,,,,,GOLGA6L2_23441287,GOLGA6L2,,INADL-2,INADL
,,,,,,,GOLGA6L2_23441664,GOLGA6L2,,INADL-3,INADL
,,,,,,,GOLGA6L2_23443912,GOLGA6L2,,INADL-4,INADL
,,,,,,,GOLGA6L2_23445336,GOLGA6L2,,INAFM1-1,INAFM1
,,,,,,,GOLGA6L4_84238374,GOLGA6L4,,INAFM1-2,INAFM1
,,,,,,,GOLGA6L4_84240096,GOLGA6L4,,INAFM1-3,INAFM1
,,,,,,,GOLGA6L4_84240360,GOLGA6L4,,INAFM1-4,INAFM1
,,,,,,,GOLGA6L4_84240448,GOLGA6L4,,INCA1-1,INCA1
,,,,,,,GOLGA6L6_20535116,GOLGA6L6,,INCA1-2,INCA1
,,,,,,,GOLGA6L6_20536476,GOLGA6L6,,INCA1-3,INCA1
,,,,,,,GOLGA6L6_20538331,GOLGA6L6,,INCENP-1,INCENP
,,,,,,,GOLGA6L6_20541565,GOLGA6L6,,INCENP-2,INCENP
,,,,,,,GOLGA6L9_82431925,GOLGA6L9,,INCENP-3,INCENP
,,,,,,,GOLGA6L9_82432621,GOLGA6L9,,INCENP-4,INCENP
,,,,,,,GOLGA6L9_82434060,GOLGA6L9,,INF2-1,INF2
,,,,,,,GOLGA6L9_82434195,GOLGA6L9,,INF2-2,INF2
,,,,,,,GOLGA7B_97859543,GOLGA7B,,INF2-3,INF2
,,,,,,,GOLGA7B_97863933,GOLGA7B,,INF2-4,INF2
,,,,,,,GOLGA7B_97863971,GOLGA7B,,ING1-1,ING1
,,,,,,,GOLGA7B_97863998,GOLGA7B,,ING1-2,ING1
,,,,,,,GOLGA7_41490879,GOLGA7,,ING1-3,ING1
,,,,,,,GOLGA7_41497589,GOLGA7,,ING1-4,ING1
,,,,,,,GOLGA7_41497633,GOLGA7,,ING2-1,ING2
,,,,,,,GOLGA7_41497657,GOLGA7,,ING2-2,ING2
,,,,,,,GOLGA8A_34382921,GOLGA8A,,ING2-3,ING2
,,,,,,,GOLGA8A_34383516,GOLGA8A,,ING2-4,ING2
,,,,,,,GOLGA8A_34383980,GOLGA8A,,ING3-1,ING3
,,,,,,,GOLGA8A_34387843,GOLGA8A,,ING3-2,ING3
,,,,,,,GOLGA8B_34529129,GOLGA8B,,ING3-3,ING3
,,,,,,,GOLGA8B_34529714,GOLGA8B,,ING4-1,ING4
,,,,,,,GOLGA8B_34530182,GOLGA8B,,ING4-2,ING4
,,,,,,,GOLGA8B_34532894,GOLGA8B,,ING5-1,ING5
,,,,,,,GOLGA8H_30605926,GOLGA8H,,ING5-2,ING5
,,,,,,,GOLGA8H_30608653,GOLGA8H,,ING5-3,ING5
,,,,,,,GOLGA8H_30609820,GOLGA8H,,ING5-4,ING5
,,,,,,,GOLGA8H_30610933,GOLGA8H,,INHA-1,INHA
,,,,,,,GOLGA8J_30084885,GOLGA8J,,INHA-2,INHA
,,,,,,,GOLGA8J_30087454,GOLGA8J,,INHA-3,INHA
,,,,,,,GOLGA8J_30088767,GOLGA8J,,INHA-4,INHA
,,,,,,,GOLGA8J_30089952,GOLGA8J,,INHBA-1,INHBA
,,,,,,,GOLGA8K_32394731,GOLGA8K,,INHBA-2,INHBA
,,,,,,,GOLGA8K_32397452,GOLGA8K,,INHBA-3,INHBA
,,,,,,,GOLGA8K_32398642,GOLGA8K,,INHBA-4,INHBA
,,,,,,,GOLGA8K_32401359,GOLGA8K,,INHBB-1,INHBB
,,,,,,,GOLGA8M_28706155,GOLGA8M,,INHBB-2,INHBB
,,,,,,,GOLGA8M_28706686,GOLGA8M,,INHBB-3,INHBB
,,,,,,,GOLGA8M_28707852,GOLGA8M,,INHBC-1,INHBC
,,,,,,,GOLGA8M_28710512,GOLGA8M,,INHBC-2,INHBC
,,,,,,,GOLGA8N_32597795,GOLGA8N,,INHBC-3,INHBC
,,,,,,,GOLGA8N_32598096,GOLGA8N,,INHBE-1,INHBE
,,,,,,,GOLGA8N_32599255,GOLGA8N,,INHBE-2,INHBE
,,,,,,,GOLGA8N_32599520,GOLGA8N,,INHBE-3,INHBE
,,,,,,,GOLGA8O_32449563,GOLGA8O,,INHBE-4,INHBE
,,,,,,,GOLGA8O_32449832,GOLGA8O,,INIP-1,INIP
,,,,,,,GOLGA8O_32451144,GOLGA8O,,INIP-2,INIP
,,,,,,,GOLGA8O_32453728,GOLGA8O,,INIP-3,INIP
,,,,,,,GOLGA8R_30407942,GOLGA8R,,INIP-4,INIP
,,,,,,,GOLGA8R_30408232,GOLGA8R,,INMT-1,INMT
,,,,,,,GOLGA8R_30409591,GOLGA8R,,INMT-2,INMT
,,,,,,,GOLGA8R_30412366,GOLGA8R,,INMT-3,INMT
,,,,,,,GOLGB1_121695078,GOLGB1,,INMT-4,INMT
,,,,,,,GOLGB1_121697123,GOLGB1,,INO80-1,INO80
,,,,,,,GOLGB1_121697822,GOLGB1,,INO80-2,INO80
,,,,,,,GOLGB1_121698563,GOLGB1,,INO80-3,INO80
,,,,,,,GOLIM4_168032603,GOLIM4,,INO80-4,INO80
,,,,,,,GOLIM4_168036868,GOLIM4,,INO80B-1,INO80B
,,,,,,,GOLIM4_168043472,GOLIM4,,INO80B-2,INO80B
,,,,,,,GOLIM4_168095108,GOLIM4,,INO80B-3,INO80B
,,,,,,,GOLM1_86036442,GOLM1,,INO80C-1,INO80C
,,,,,,,GOLM1_86046474,GOLM1,,INO80C-2,INO80C
,,,,,,,GOLM1_86046556,GOLM1,,INO80C-3,INO80C
,,,,,,,GOLM1_86079193,GOLM1,,INO80D-1,INO80D
,,,,,,,GOLPH3L_150648634,GOLPH3L,,INO80D-2,INO80D
,,,,,,,GOLPH3L_150663637,GOLPH3L,,INO80D-3,INO80D
,,,,,,,GOLPH3L_150663691,GOLPH3L,,INO80E-1,INO80E
,,,,,,,GOLPH3L_150694702,GOLPH3L,,INO80E-2,INO80E
,,,,,,,GOLPH3_32126571,GOLPH3,,INO80E-3,INO80E
,,,,,,,GOLPH3_32143793,GOLPH3,,INO80E-4,INO80E
,,,,,,,GOLPH3_32143840,GOLPH3,,INPP1-1,INPP1
,,,,,,,GOLPH3_32173864,GOLPH3,,INPP1-2,INPP1
,,,,,,,GOLT1A_204201714,GOLT1A,,INPP1-3,INPP1
,,,,,,,GOLT1A_204201735,GOLT1A,,INPP4A-1,INPP4A
,,,,,,,GOLT1A_204202901,GOLT1A,,INPP4A-2,INPP4A
,,,,,,,GOLT1A_204202927,GOLT1A,,INPP4B-1,INPP4B
,,,,,,,GOLT1B_21506967,GOLT1B,,INPP4B-2,INPP4B
,,,,,,,GOLT1B_21508402,GOLT1B,,INPP4B-3,INPP4B
,,,,,,,GOLT1B_21508466,GOLT1B,,INPP5A-1,INPP5A
,,,,,,,GOLT1B_21508518,GOLT1B,,INPP5A-2,INPP5A
,,,,,,,GON4L_155765452,GON4L,,INPP5A-3,INPP5A
,,,,,,,GON4L_155766151,GON4L,,INPP5B-1,INPP5B
,,,,,,,GON4L_155784015,GON4L,,INPP5B-2,INPP5B
,,,,,,,GON4L_155821530,GON4L,,INPP5B-3,INPP5B
,,,,,,,GOPC_117573615,GOPC,,INPP5B-4,INPP5B
,,,,,,,GOPC_117575258,GOPC,,INPP5E-1,INPP5E
,,,,,,,GOPC_117602097,GOPC,,INPP5E-2,INPP5E
,,,,,,,GOPC_117602196,GOPC,,INPP5E-3,INPP5E
,,,,,,,GORAB_170539399,GORAB,,INPP5E-4,INPP5E
,,,,,,,GORAB_170542504,GORAB,,INPP5F-1,INPP5F
,,,,,,,GORAB_170544739,GORAB,,INPP5F-2,INPP5F
,,,,,,,GORAB_170544841,GORAB,,INPP5J-1,INPP5J
,,,,,,,GORASP1_39099421,GORASP1,,INPP5J-2,INPP5J
,,,,,,,GORASP1_39100473,GORASP1,,INPP5J-3,INPP5J
,,,,,,,GORASP1_39100845,GORASP1,,INPP5J-4,INPP5J
,,,,,,,GORASP1_39101054,GORASP1,,INPP5K-1,INPP5K
,,,,,,,GORASP2_170949659,GORASP2,,INPP5K-2,INPP5K
,,,,,,,GORASP2_170950252,GORASP2,,INPP5K-3,INPP5K
,,,,,,,GORASP2_170954707,GORASP2,,INPP5K-4,INPP5K
,,,,,,,GORASP2_170956452,GORASP2,,INPPL1-1,INPPL1
,,,,,,,GOSR1_30481253,GOSR1,,INPPL1-2,INPPL1
,,,,,,,GOSR1_30484267,GOSR1,,INPPL1-3,INPPL1
,,,,,,,GOSR1_30484667,GOSR1,,INS-1,INS
,,,,,,,GOSR1_30484747,GOSR1,,INS-2,INS
,,,,,,,GOSR2_46929543,GOSR2,,INS-3,INS
,,,,,,,GOSR2_46931148,GOSR2,,INS-4,INS
,,,,,,,GOSR2_46935048,GOSR2,,INS-IGF2-1,INS-IGF2
,,,,,,,GOSR2_46935099,GOSR2,,INS-IGF2-2,INS-IGF2
,,,,,,,GOT1L1_37936835,GOT1L1,,INS-IGF2-3,INS-IGF2
,,,,,,,GOT1L1_37936998,GOT1L1,,INS-IGF2-4,INS-IGF2
,,,,,,,GOT1L1_37937312,GOT1L1,,INSC-1,INSC
,,,,,,,GOT1L1_37938801,GOT1L1,,INSC-2,INSC
,,,,,,,GOT1_99405794,GOT1,,INSC-3,INSC
,,,,,,,GOT1_99406748,GOT1,,INSIG1-1,INSIG1
,,,,,,,GOT1_99406830,GOT1,,INSIG1-2,INSIG1
,,,,,,,GOT1_99420800,GOT1,,INSIG1-3,INSIG1
,,,,,,,GOT2_58716719,GOT2,,INSIG1-4,INSIG1
,,,,,,,GOT2_58718247,GOT2,,INSIG2-1,INSIG2
,,,,,,,GOT2_58722160,GOT2,,INSIG2-2,INSIG2
,,,,,,,GOT2_58723869,GOT2,,INSIG2-3,INSIG2
,,,,,,,GP1BA_4933273,GP1BA,,INSIG2-4,INSIG2
,,,,,,,GP1BA_4933429,GP1BA,,INSL3-1,INSL3
,,,,,,,GP1BA_4933573,GP1BA,,INSL3-2,INSL3
,,,,,,,GP1BA_4933689,GP1BA,,INSL3-3,INSL3
,,,,,,,GP1BB_19723957,GP1BB,,INSL3-4,INSL3
,,,,,,,GP1BB_19724008,GP1BB,,INSL4-1,INSL4
,,,,,,,GP1BB_19724043,GP1BB,,INSL4-2,INSL4
,,,,,,,GP1BB_19724183,GP1BB,,INSL4-3,INSL4
,,,,,,,GP2_20318417,GP2,,INSL4-4,INSL4
,,,,,,,GP2_20323838,GP2,,INSL5-1,INSL5
,,,,,,,GP2_20323997,GP2,,INSL5-2,INSL5
,,,,,,,GP2_20324085,GP2,,INSL5-3,INSL5
,,,,,,,GP5_194397240,GP5,,INSL5-4,INSL5
,,,,,,,GP5_194397336,GP5,,INSL6-1,INSL6
,,,,,,,GP5_194397549,GP5,,INSL6-2,INSL6
,,,,,,,GP5_194397882,GP5,,INSL6-3,INSL6
,,,,,,,GP6_55014977,GP6,,INSL6-4,INSL6
,,,,,,,GP6_55015118,GP6,,INSM1-1,INSM1
,,,,,,,GP6_55025224,GP6,,INSM1-2,INSM1
,,,,,,,GP6_55032308,GP6,,INSM1-3,INSM1
,,,,,,,GP9_129061833,GP9,,INSM1-4,INSM1
,,,,,,,GP9_129061944,GP9,,INSM2-1,INSM2
,,,,,,,GP9_129061982,GP9,,INSM2-2,INSM2
,,,,,,,GP9_129062021,GP9,,INSM2-3,INSM2
,,,,,,,GPA33_167068991,GPA33,,INSM2-4,INSM2
,,,,,,,GPA33_167069092,GPA33,,INSR-1,INSR
,,,,,,,GPA33_167073432,GPA33,,INSR-2,INSR
,,,,,,,GPA33_167073499,GPA33,,INSR-3,INSR
,,,,,,,GPAA1_144083211,GPAA1,,INSR-4,INSR
,,,,,,,GPAA1_144083420,GPAA1,,INSRR-1,INSRR
,,,,,,,GPAA1_144083733,GPAA1,,INSRR-2,INSRR
,,,,,,,GPAA1_144084558,GPAA1,,INSRR-3,INSRR
,,,,,,,GPALPP1_44989710,GPALPP1,,INSRR-4,INSRR
,,,,,,,GPALPP1_45006282,GPALPP1,,INTS1-1,INTS1
,,,,,,,GPALPP1_45008851,GPALPP1,,INTS1-2,INTS1
,,,,,,,GPALPP1_45015459,GPALPP1,,INTS1-3,INTS1
,,,,,,,GPAM_112163744,GPAM,,INTS1-4,INTS1
,,,,,,,GPAM_112166478,GPAM,,INTS10-1,INTS10
,,,,,,,GPAM_112173007,GPAM,,INTS10-2,INTS10
,,,,,,,GPAM_112177989,GPAM,,INTS10-3,INTS10
,,,,,,,GPANK1_31664040,GPANK1,,INTS12-1,INTS12
,,,,,,,GPANK1_31664100,GPANK1,,INTS12-2,INTS12
,,,,,,,GPANK1_31664187,GPANK1,,INTS12-3,INTS12
,,,,,,,GPANK1_31664355,GPANK1,,INTS2-1,INTS2
,,,,,,,GPAT2_96024627,GPAT2,,INTS2-2,INTS2
,,,,,,,GPAT2_96026259,GPAT2,,INTS2-3,INTS2
,,,,,,,GPAT2_96030516,GPAT2,,INTS2-4,INTS2
,,,,,,,GPAT2_96032073,GPAT2,,INTS3-1,INTS3
,,,,,,,GPATCH11_37089668,GPATCH11,,INTS3-2,INTS3
,,,,,,,GPATCH11_37089790,GPATCH11,,INTS3-3,INTS3
,,,,,,,GPATCH11_37089862,GPATCH11,,INTS3-4,INTS3
,,,,,,,GPATCH11_37091934,GPATCH11,,INTS4-1,INTS4
,,,,,,,GPATCH1_33088209,GPATCH1,,INTS4-2,INTS4
,,,,,,,GPATCH1_33094257,GPATCH1,,INTS4-3,INTS4
,,,,,,,GPATCH1_33101517,GPATCH1,,INTS5-1,INTS5
,,,,,,,GPATCH1_33111856,GPATCH1,,INTS5-2,INTS5
,,,,,,,GPATCH2L_76154489,GPATCH2L,,INTS5-3,INTS5
,,,,,,,GPATCH2L_76154635,GPATCH2L,,INTS6-1,INTS6
,,,,,,,GPATCH2L_76154828,GPATCH2L,,INTS6-2,INTS6
,,,,,,,GPATCH2L_76171920,GPATCH2L,,INTS6-3,INTS6
,,,,,,,GPATCH2_217619903,GPATCH2,,INTS7-1,INTS7
,,,,,,,GPATCH2_217620042,GPATCH2,,INTS7-2,INTS7
,,,,,,,GPATCH2_217620148,GPATCH2,,INTS7-3,INTS7
,,,,,,,GPATCH2_217620315,GPATCH2,,INTS7-4,INTS7
,,,,,,,GPATCH3_26894277,GPATCH3,,INTS8-1,INTS8
,,,,,,,GPATCH3_26897596,GPATCH3,,INTS8-2,INTS8
,,,,,,,GPATCH3_26900007,GPATCH3,,INTS8-3,INTS8
,,,,,,,GPATCH3_26900187,GPATCH3,,INTS9-1,INTS9
,,,,,,,GPATCH4_156595806,GPATCH4,,INTS9-2,INTS9
,,,,,,,GPATCH4_156598082,GPATCH4,,INTS9-3,INTS9
,,,,,,,GPATCH4_156598259,GPATCH4,,INTS9-4,INTS9
,,,,,,,GPATCH4_156598426,GPATCH4,,INTU-1,INTU
,,,,,,,GPATCH8_44399374,GPATCH8,,INTU-2,INTU
,,,,,,,GPATCH8_44400106,GPATCH8,,INTU-3,INTU
,,,,,,,GPATCH8_44401419,GPATCH8,,INTU-4,INTU
,,,,,,,GPATCH8_44435128,GPATCH8,,INVS-1,INVS
,,,,,,,GPBAR1_218262967,GPBAR1,,INVS-2,INVS
,,,,,,,GPBAR1_218263088,GPBAR1,,INVS-3,INVS
,,,,,,,GPBAR1_218263155,GPBAR1,,IP6K1-1,IP6K1
,,,,,,,GPBAR1_218263220,GPBAR1,,IP6K1-2,IP6K1
,,,,,,,GPBP1L1_45633626,GPBP1L1,,IP6K1-3,IP6K1
,,,,,,,GPBP1L1_45642458,GPBP1L1,,IP6K1-4,IP6K1
,,,,,,,GPBP1L1_45654691,GPBP1L1,,IP6K2-1,IP6K2
,,,,,,,GPBP1L1_45655246,GPBP1L1,,IP6K2-2,IP6K2
,,,,,,,GPBP1_57230965,GPBP1,,IP6K2-3,IP6K2
,,,,,,,GPBP1_57231186,GPBP1,,IP6K2-4,IP6K2
,,,,,,,GPBP1_57231271,GPBP1,,IP6K3-1,IP6K3
,,,,,,,GPBP1_57246311,GPBP1,,IP6K3-2,IP6K3
,,,,,,,GPC1_240462220,GPC1,,IP6K3-3,IP6K3
,,,,,,,GPC1_240462321,GPC1,,IP6K3-4,IP6K3
,,,,,,,GPC1_240463457,GPC1,,IPCEF1-1,IPCEF1
,,,,,,,GPC1_240464644,GPC1,,IPCEF1-2,IPCEF1
,,,,,,,GPC2_100171826,GPC2,,IPCEF1-3,IPCEF1
,,,,,,,GPC2_100173894,GPC2,,IPMK-1,IPMK
,,,,,,,GPC2_100175730,GPC2,,IPMK-2,IPMK
,,,,,,,GPC2_100175829,GPC2,,IPMK-3,IPMK
,,,,,,,GPC3_133753571,GPC3,,IPMK-4,IPMK
,,,,,,,GPC3_133753679,GPC3,,IPO11-1,IPO11
,,,,,,,GPC3_133753921,GPC3,,IPO11-2,IPO11
,,,,,,,GPC3_133985347,GPC3,,IPO11-3,IPO11
,,,,,,,GPC4_133311359,GPC4,,IPO13-1,IPO13
,,,,,,,GPC4_133324256,GPC4,,IPO13-2,IPO13
,,,,,,,GPC4_133324408,GPC4,,IPO13-3,IPO13
,,,,,,,GPC4_133414850,GPC4,,IPO13-4,IPO13
,,,,,,,GPC5_91693401,GPC5,,IPO4-1,IPO4
,,,,,,,GPC5_91693580,GPC5,,IPO4-2,IPO4
,,,,,,,GPC5_91693732,GPC5,,IPO4-3,IPO4
,,,,,,,GPC5_91728582,GPC5,,IPO5-1,IPO5
,,,,,,,GPC6_93227561,GPC6,,IPO5-2,IPO5
,,,,,,,GPC6_94027789,GPC6,,IPO5-3,IPO5
,,,,,,,GPC6_94027876,GPC6,,IPO7-1,IPO7
,,,,,,,GPC6_94286463,GPC6,,IPO7-2,IPO7
,,,,,,,GPCPD1_5570186,GPCPD1,,IPO7-3,IPO7
,,,,,,,GPCPD1_5578424,GPCPD1,,IPO7-4,IPO7
,,,,,,,GPCPD1_5578589,GPCPD1,,IPO8-1,IPO8
,,,,,,,GPCPD1_5586210,GPCPD1,,IPO8-2,IPO8
,,,,,,,GPD1L_32128141,GPD1L,,IPO8-3,IPO8
,,,,,,,GPD1L_32138597,GPD1L,,IPO9-1,IPO9
,,,,,,,GPD1L_32138654,GPD1L,,IPO9-2,IPO9
,,,,,,,GPD1L_32140236,GPD1L,,IPO9-3,IPO9
,,,,,,,GPD1_50104598,GPD1,,IPO9-4,IPO9
,,,,,,,GPD1_50106359,GPD1,,IPP-1,IPP
,,,,,,,GPD1_50106422,GPD1,,IPP-2,IPP
,,,,,,,GPD1_50106880,GPD1,,IPP-3,IPP
,,,,,,,GPD2_156510866,GPD2,,IPP-4,IPP
,,,,,,,GPD2_156549622,GPD2,,IPPK-1,IPPK
,,,,,,,GPD2_156550647,GPD2,,IPPK-2,IPPK
,,,,,,,GPD2_156568872,GPD2,,IPPK-3,IPPK
,,,,,,,GPER1_1091944,GPER1,,IQCA1-1,IQCA1
,,,,,,,GPER1_1092070,GPER1,,IQCA1-2,IQCA1
,,,,,,,GPER1_1092201,GPER1,,IQCA1-3,IQCA1
,,,,,,,GPER1_1092363,GPER1,,IQCB1-1,IQCB1
,,,,,,,GPHA2_64935040,GPHA2,,IQCB1-2,IQCB1
,,,,,,,GPHA2_64935075,GPHA2,,IQCB1-3,IQCB1
,,,,,,,GPHA2_64935148,GPHA2,,IQCC-1,IQCC
,,,,,,,GPHA2_64935433,GPHA2,,IQCC-2,IQCC
,,,,,,,GPHB5_63313096,GPHB5,,IQCC-3,IQCC
,,,,,,,GPHB5_63317684,GPHB5,,IQCC-4,IQCC
,,,,,,,GPHB5_63317758,GPHB5,,IQCD-1,IQCD
,,,,,,,GPHB5_63317779,GPHB5,,IQCD-2,IQCD
,,,,,,,GPHN_66879969,GPHN,,IQCD-3,IQCD
,,,,,,,GPHN_66922739,GPHN,,IQCE-1,IQCE
,,,,,,,GPHN_66922907,GPHN,,IQCE-2,IQCE
,,,,,,,GPHN_67058782,GPHN,,IQCE-3,IQCE
,,,,,,,GPIHBP1_143213885,GPIHBP1,,IQCE-4,IQCE
,,,,,,,GPIHBP1_143215013,GPIHBP1,,IQCF1-1,IQCF1
,,,,,,,GPIHBP1_143215118,GPIHBP1,,IQCF1-2,IQCF1
,,,,,,,GPIHBP1_143215285,GPIHBP1,,IQCF1-3,IQCF1
,,,,,,,GPI_34366364,GPI,,IQCF1-4,IQCF1
,,,,,,,GPI_34366847,GPI,,IQCF2-1,IQCF2
,,,,,,,GPI_34377789,GPI,,IQCF2-2,IQCF2
,,,,,,,GPI_34393269,GPI,,IQCF2-3,IQCF2
,,,,,,,GPKOW_49117079,GPKOW,,IQCF2-4,IQCF2
