GeneSymbol,Type,TotalGuides,HitsDown,HitsUp,MinFoldChange,MedianFoldChange,MaxFoldChange,rhoDepleted,pvalueDepleted,fdrDepleted,rhoEnriched,pvalueEnriched,fdrEnriched
ATP6AP1,x,4,4,0,0.251,0.324,0.386,6.338540268604223e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
ECD,p,4,4,0,0.20600000000000002,0.3205,0.38799999999999996,6.455376647419371e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
MCM7,p,4,4,0,0.193,0.313,0.38799999999999996,6.5500026713385e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
SKP1,p,4,4,0,0.154,0.32899999999999996,0.38799999999999996,6.58575425178368e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
BUD31,p,4,4,0,0.252,0.33399999999999996,0.389,6.63365044914115e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
KIF23,p,4,4,0,0.23,0.3395,0.39,6.657696280231049e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
AQR,p,4,4,0,0.168,0.2415,0.39,6.77890748507695e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL31,x,4,4,0,0.185,0.26899999999999996,0.39,6.827852466849879e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RRM1,p,4,3,0,0.16699999999999998,0.182,0.772,6.96363783278988e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
POLR2G,p,4,3,0,0.09,0.1565,1.104,7.060440703030971e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
CCT2,p,4,4,0,0.2,0.2835,0.395,7.306159997269441e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
LARS,p,4,4,0,0.259,0.3215,0.396,7.56776934320838e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
CCND2,x,4,4,0,0.213,0.265,0.39899999999999997,8.014706511651729e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
MED21,x,4,4,0,0.155,0.2555,0.4,8.210178183188641e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
COPE,x,4,4,0,0.131,0.2055,0.4,8.29503720140541e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
SEC61A1,x,4,4,0,0.14,0.2395,0.4,8.30924406983118e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PSMC5,p,4,4,0,0.2,0.258,0.401,8.380552342433741e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
TFRC,p,4,4,0,0.254,0.3185,0.402,8.64106827936438e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
IARS2,x,4,4,0,0.258,0.302,0.402,8.670384854502691e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
ATP1B3,x,4,4,0,0.14300000000000002,0.21100000000000002,0.402,8.71449950718957e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
POLE2,x,4,4,0,0.162,0.33799999999999997,0.40399999999999997,8.818088260535179e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
SNRPD1,p,4,4,0,0.122,0.168,0.449,8.902454185695757e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL26,x,4,4,0,0.166,0.3225,0.40399999999999997,8.92259779609281e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RBMX,p,4,4,0,0.193,0.306,0.40399999999999997,8.952627547589468e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
NARS,p,4,4,0,0.264,0.3425,0.40399999999999997,8.98273303611973e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
NFS1,x,4,4,0,0.32899999999999996,0.36200000000000004,0.405,9.1496727137232e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
KIF11,p,4,4,0,0.16,0.18100000000000002,0.498,9.42290218866495e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
DTL,p,4,4,0,0.195,0.2135,0.408,9.68040545525098e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
HUWE1,p,4,4,0,0.201,0.245,0.408,9.74432867497187e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
ATP6V1B2,x,4,4,0,0.243,0.35,0.408,9.76035882363146e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
CHEK1,p,4,4,0,0.132,0.192,0.447,9.90218916651753e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
MAPK14,x,4,4,0,0.308,0.3875,0.409,9.986864153190991e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
POLE,x,4,4,0,0.161,0.2405,0.41,1.01675801236845e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
MAP3K14,x,4,4,0,0.20600000000000002,0.3025,0.41100000000000003,1.04179500224983e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS19,p,4,4,0,0.19899999999999998,0.2445,0.41200000000000003,1.05363586578857e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
DARS,x,4,4,0,0.31,0.3615,0.414,1.08628435114562e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
SPDYE2B,x,4,4,0,0.19,0.2955,0.414,1.08802344921855e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
GTF2E2,x,4,4,0,0.37799999999999995,0.4125,0.41700000000000004,1.1703055601094901e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
UBA2,x,4,4,0,0.209,0.307,0.418,1.18322424548013e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
SNRPA1,p,4,4,0,0.146,0.2165,0.418,1.19438227515572e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
PAFAH1B1,p,4,4,0,0.155,0.2525,0.419,1.21693489796884e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
EIF2B5,p,4,4,0,0.204,0.318,0.419,1.23788731667692e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
TUBB,p,4,4,0,0.149,0.1895,0.435,1.24720176383914e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL8,p,4,4,0,0.151,0.195,0.42100000000000004,1.2747137117216601e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
GTF2H1,p,4,4,0,0.239,0.3025,0.42100000000000004,1.2786374139751801e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
TYMS,x,4,4,0,0.15,0.201,0.578,1.29757215024943e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
NUDT21,p,4,4,0,0.231,0.3035,0.423,1.33452596588599e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
PRELID1,p,4,4,0,0.11900000000000001,0.2685,0.424,1.3528731991039899e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
DHX8,p,4,4,0,0.071,0.27,0.424,1.35903077626098e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
ISY1,x,4,4,0,0.16899999999999998,0.3115,0.425,1.38387151882447e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
GINS2,p,4,4,0,0.297,0.365,0.4270000000000001,1.4302955228924601e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
