GeneSymbol,Type,TotalGuides,HitsDown,HitsUp,MinFoldChange,MedianFoldChange,MaxFoldChange,rhoDepleted,pvalueDepleted,fdrDepleted,rhoEnriched,pvalueEnriched,fdrEnriched
HOXB8,x,4,1,0,0.589,0.7115,0.777,0.00219212288144339,0.0076,0.09822447599729547,1.0,1.0,1.0
LONP1,p,4,2,0,0.123,0.5645,1.167,0.0021935380821781,0.0076,0.09822447599729547,0.748626300443922,0.7621100000000001,1.0
USP17L27,x,4,3,1,0.163,0.377,1.409,0.00219642552454327,0.00763,0.0983462238705327,0.29336943956515005,0.44129,1.0
INCENP,x,4,3,0,0.113,0.4065,1.216,0.00219969808734261,0.00763,0.0983462238705327,0.659889026016073,0.70616,1.0
DYNC1I2,p,4,3,0,0.249,0.4935,0.778,0.00220208259275233,0.00763,0.0983462238705327,1.0,1.0,1.0
ERCC2,p,4,2,0,0.08900000000000001,0.438,1.088,0.00220799377522132,0.00763,0.0983462238705327,1.0,1.0,1.0
DPY30,x,4,3,0,0.14800000000000002,0.4805,0.8059999999999999,0.00221966025089693,0.0077,0.09917674966352624,1.0,1.0,1.0
TTI1,p,4,3,0,0.247,0.402,1.139,0.00222166292484723,0.00771,0.09917674966352624,0.7954651483975892,0.79574,1.0
C11orf98,x,4,2,0,0.5529999999999999,0.721,0.778,0.0022226325020087197,0.00771,0.09917674966352624,1.0,1.0,1.0
NME6,x,4,2,0,0.314,0.6775,0.779,0.00223322653712024,0.007759999999999999,0.09955194630872481,1.0,1.0,1.0
PTDSS1,x,4,3,0,0.134,0.395,1.1,0.0022347089683908803,0.007759999999999999,0.09955194630872481,1.0,1.0,1.0
ELOA3,n,4,3,0,0.514,0.6055,0.779,0.00223481890275092,0.007759999999999999,0.09955194630872481,1.0,1.0,1.0
PSMD1,p,4,3,0,0.063,0.487,1.086,0.00223571456949156,0.007759999999999999,0.09955194630872481,1.0,1.0,1.0
CPSF4,p,4,3,0,0.308,0.5065,1.29,0.00224679561900626,0.007790000000000002,0.09980284852546918,0.511881348453702,0.62939,1.0
RAMAC,x,4,3,0,0.514,0.6405,0.779,0.00224758850390485,0.007790000000000002,0.09980284852546918,1.0,1.0,1.0
