Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloWholeGenome,GuideID.1,GeneSymbol.1
,,,,,,,POTEB3-1,POTEB3
,,,,,,,POTEB3-2,POTEB3
,,,,,,,POTEB3-3,POTEB3
,,,,,,,POTEB3-4,POTEB3
,,,,,,,POTEC-1,POTEC
,,,,,,,POTEC-2,POTEC
,,,,,,,POTEC-3,POTEC
,,,,,,,POTEC-4,POTEC
,,,,,,,POTED-1,POTED
,,,,,,,POTED-2,POTED
,,,,,,,POTED-3,POTED
,,,,,,,POTED-4,POTED
,,,,,,,POTEE-1,POTEE
,,,,,,,POTEE-2,POTEE
,,,,,,,POTEE-3,POTEE
,,,,,,,POTEE-4,POTEE
,,,,,,,POTEF-1,POTEF
,,,,,,,POTEF-2,POTEF
,,,,,,,POTEF-3,POTEF
,,,,,,,POTEF-4,POTEF
,,,,,,,POTEG-1,POTEG
,,,,,,,POTEG-2,POTEG
,,,,,,,POTEG-3,POTEG
,,,,,,,POTEG-4,POTEG
,,,,,,,POTEH-1,POTEH
,,,,,,,POTEH-2,POTEH
,,,,,,,POTEH-3,POTEH
,,,,,,,POTEH-4,POTEH
,,,,,,,POTEI-1,POTEI
,,,,,,,POTEI-2,POTEI
,,,,,,,POTEI-3,POTEI
,,,,,,,POTEI-4,POTEI
,,,,,,,POTEJ-1,POTEJ
,,,,,,,POTEJ-2,POTEJ
,,,,,,,POTEJ-3,POTEJ
,,,,,,,POTEJ-4,POTEJ
,,,,,,,POTEM-1,POTEM
,,,,,,,POTEM-2,POTEM
,,,,,,,POTEM-3,POTEM
,,,,,,,POTEM-4,POTEM
,,,,,,,POU1F1-1,POU1F1
,,,,,,,POU1F1-2,POU1F1
,,,,,,,POU1F1-3,POU1F1
,,,,,,,POU1F1-4,POU1F1
,,,,,,,POU2AF1-1,POU2AF1
,,,,,,,POU2AF1-2,POU2AF1
,,,,,,,POU2AF1-3,POU2AF1
,,,,,,,POU2AF1-4,POU2AF1
,,,,,,,POU2F1-1,POU2F1
,,,,,,,POU2F1-2,POU2F1
,,,,,,,POU2F1-3,POU2F1
,,,,,,,POU2F1-4,POU2F1
,,,,,,,POU2F2-1,POU2F2
,,,,,,,POU2F2-2,POU2F2
,,,,,,,POU2F2-3,POU2F2
,,,,,,,POU2F2-4,POU2F2
,,,,,,,POU2F3-1,POU2F3
,,,,,,,POU2F3-2,POU2F3
,,,,,,,POU2F3-3,POU2F3
,,,,,,,POU2F3-4,POU2F3
,,,,,,,POU3F1-1,POU3F1
,,,,,,,POU3F1-2,POU3F1
,,,,,,,POU3F1-3,POU3F1
,,,,,,,POU3F1-4,POU3F1
,,,,,,,POU3F2-1,POU3F2
,,,,,,,POU3F2-2,POU3F2
,,,,,,,POU3F2-3,POU3F2
,,,,,,,POU3F2-4,POU3F2
,,,,,,,POU3F4-1,POU3F4
,,,,,,,POU3F4-2,POU3F4
,,,,,,,POU3F4-3,POU3F4
,,,,,,,POU3F4-4,POU3F4
,,,,,,,POU4F1-1,POU4F1
,,,,,,,POU4F1-2,POU4F1
,,,,,,,POU4F1-3,POU4F1
,,,,,,,POU4F1-4,POU4F1
,,,,,,,POU4F2-1,POU4F2
,,,,,,,POU4F2-2,POU4F2
,,,,,,,POU4F2-3,POU4F2
,,,,,,,POU4F2-4,POU4F2
,,,,,,,POU4F3-1,POU4F3
,,,,,,,POU4F3-2,POU4F3
,,,,,,,POU4F3-3,POU4F3
,,,,,,,POU4F3-4,POU4F3
,,,,,,,POU5F1-1,POU5F1
,,,,,,,POU5F1-2,POU5F1
,,,,,,,POU5F1-3,POU5F1
,,,,,,,POU5F1-4,POU5F1
,,,,,,,POU5F1B-1,POU5F1B
,,,,,,,POU5F1B-2,POU5F1B
,,,,,,,POU5F1B-3,POU5F1B
,,,,,,,POU5F1B-4,POU5F1B
,,,,,,,POU5F2-1,POU5F2
,,,,,,,POU5F2-2,POU5F2
,,,,,,,POU5F2-3,POU5F2
,,,,,,,POU5F2-4,POU5F2
,,,,,,,POU6F1-1,POU6F1
,,,,,,,POU6F1-2,POU6F1
,,,,,,,POU6F1-3,POU6F1
,,,,,,,POU6F1-4,POU6F1
,,,,,,,POU6F2-1,POU6F2
,,,,,,,POU6F2-2,POU6F2
,,,,,,,POU6F2-3,POU6F2
,,,,,,,POU6F2-4,POU6F2
,,,,,,,PP2D1-1,PP2D1
,,,,,,,PP2D1-2,PP2D1
,,,,,,,PP2D1-3,PP2D1
,,,,,,,PP2D1-4,PP2D1
,,,,,,,PPA1-1,PPA1
,,,,,,,PPA1-2,PPA1
,,,,,,,PPA1-3,PPA1
,,,,,,,PPA1-4,PPA1
,,,,,,,PPA2-1,PPA2
,,,,,,,PPA2-2,PPA2
,,,,,,,PPA2-3,PPA2
,,,,,,,PPA2-4,PPA2
,,,,,,,PPAN-1,PPAN
,,,,,,,PPAN-2,PPAN
,,,,,,,PPAN-3,PPAN
,,,,,,,PPAN-4,PPAN
,,,,,,,PPAN-P2RY11-1,PPAN-P2RY11
,,,,,,,PPAN-P2RY11-2,PPAN-P2RY11
,,,,,,,PPAN-P2RY11-3,PPAN-P2RY11
,,,,,,,PPAN-P2RY11-4,PPAN-P2RY11
,,,,,,,PPAP2A-1,PPAP2A
,,,,,,,PPAP2A-2,PPAP2A
,,,,,,,PPAP2A-3,PPAP2A
,,,,,,,PPAP2A-4,PPAP2A
,,,,,,,PPAP2B-1,PPAP2B
,,,,,,,PPAP2B-2,PPAP2B
,,,,,,,PPAP2B-3,PPAP2B
,,,,,,,PPAP2B-4,PPAP2B
,,,,,,,PPAP2C-1,PPAP2C
,,,,,,,PPAP2C-2,PPAP2C
,,,,,,,PPAP2C-3,PPAP2C
,,,,,,,PPAP2C-4,PPAP2C
,,,,,,,PPAPDC1A-1,PPAPDC1A
,,,,,,,PPAPDC1A-2,PPAPDC1A
,,,,,,,PPAPDC1A-3,PPAPDC1A
,,,,,,,PPAPDC1A-4,PPAPDC1A
,,,,,,,PPAPDC1B-1,PPAPDC1B
,,,,,,,PPAPDC1B-2,PPAPDC1B
,,,,,,,PPAPDC1B-3,PPAPDC1B
,,,,,,,PPAPDC1B-4,PPAPDC1B
,,,,,,,PPAPDC2-1,PPAPDC2
,,,,,,,PPAPDC2-2,PPAPDC2
,,,,,,,PPAPDC2-3,PPAPDC2
,,,,,,,PPAPDC2-4,PPAPDC2
,,,,,,,PPAPDC3-1,PPAPDC3
,,,,,,,PPAPDC3-2,PPAPDC3
,,,,,,,PPAPDC3-3,PPAPDC3
,,,,,,,PPAPDC3-4,PPAPDC3
,,,,,,,PPARA-1,PPARA
,,,,,,,PPARA-2,PPARA
,,,,,,,PPARA-3,PPARA
,,,,,,,PPARA-4,PPARA
,,,,,,,PPARD-1,PPARD
,,,,,,,PPARD-2,PPARD
,,,,,,,PPARD-3,PPARD
,,,,,,,PPARD-4,PPARD
,,,,,,,PPARG-1,PPARG
,,,,,,,PPARG-2,PPARG
,,,,,,,PPARG-3,PPARG
,,,,,,,PPARG-4,PPARG
,,,,,,,PPARGC1A-1,PPARGC1A
,,,,,,,PPARGC1A-2,PPARGC1A
,,,,,,,PPARGC1A-3,PPARGC1A
,,,,,,,PPARGC1A-4,PPARGC1A
,,,,,,,PPARGC1B-1,PPARGC1B
,,,,,,,PPARGC1B-2,PPARGC1B
,,,,,,,PPARGC1B-3,PPARGC1B
,,,,,,,PPARGC1B-4,PPARGC1B
,,,,,,,PPAT-1,PPAT
,,,,,,,PPAT-2,PPAT
,,,,,,,PPAT-3,PPAT
,,,,,,,PPAT-4,PPAT
,,,,,,,PPBP-1,PPBP
,,,,,,,PPBP-2,PPBP
,,,,,,,PPBP-3,PPBP
,,,,,,,PPBP-4,PPBP
,,,,,,,PPCDC-1,PPCDC
,,,,,,,PPCDC-2,PPCDC
,,,,,,,PPCDC-3,PPCDC
,,,,,,,PPCDC-4,PPCDC
,,,,,,,PPCS-1,PPCS
,,,,,,,PPCS-2,PPCS
,,,,,,,PPCS-3,PPCS
,,,,,,,PPCS-4,PPCS
,,,,,,,PPDPF-1,PPDPF
,,,,,,,PPDPF-2,PPDPF
,,,,,,,PPDPF-3,PPDPF
,,,,,,,PPDPF-4,PPDPF
,,,,,,,PPEF1-1,PPEF1
,,,,,,,PPEF1-2,PPEF1
,,,,,,,PPEF1-3,PPEF1
,,,,,,,PPEF1-4,PPEF1
,,,,,,,PPEF2-1,PPEF2
,,,,,,,PPEF2-2,PPEF2
,,,,,,,PPEF2-3,PPEF2
,,,,,,,PPEF2-4,PPEF2
,,,,,,,PPFIA1-1,PPFIA1
,,,,,,,PPFIA1-2,PPFIA1
,,,,,,,PPFIA1-3,PPFIA1
,,,,,,,PPFIA1-4,PPFIA1
,,,,,,,PPFIA2-1,PPFIA2
,,,,,,,PPFIA2-2,PPFIA2
,,,,,,,PPFIA2-3,PPFIA2
,,,,,,,PPFIA2-4,PPFIA2
,,,,,,,PPFIA3-1,PPFIA3
,,,,,,,PPFIA3-2,PPFIA3
,,,,,,,PPFIA3-3,PPFIA3
,,,,,,,PPFIA3-4,PPFIA3
,,,,,,,PPFIA4-1,PPFIA4
,,,,,,,PPFIA4-2,PPFIA4
,,,,,,,PPFIA4-3,PPFIA4
,,,,,,,PPFIA4-4,PPFIA4
,,,,,,,PPFIBP1-1,PPFIBP1
,,,,,,,PPFIBP1-2,PPFIBP1
,,,,,,,PPFIBP1-3,PPFIBP1
,,,,,,,PPFIBP1-4,PPFIBP1
,,,,,,,PPFIBP2-1,PPFIBP2
,,,,,,,PPFIBP2-2,PPFIBP2
,,,,,,,PPFIBP2-3,PPFIBP2
,,,,,,,PPFIBP2-4,PPFIBP2
,,,,,,,PPHLN1-1,PPHLN1
,,,,,,,PPHLN1-2,PPHLN1
,,,,,,,PPHLN1-3,PPHLN1
,,,,,,,PPHLN1-4,PPHLN1
,,,,,,,PPIA-1,PPIA
,,,,,,,PPIA-2,PPIA
,,,,,,,PPIA-3,PPIA
,,,,,,,PPIA-4,PPIA
,,,,,,,PPIAL4A-1,PPIAL4A
,,,,,,,PPIAL4A-2,PPIAL4A
,,,,,,,PPIAL4A-3,PPIAL4A
,,,,,,,PPIAL4A-4,PPIAL4A
,,,,,,,PPIAL4C-1,PPIAL4C
,,,,,,,PPIAL4C-2,PPIAL4C
,,,,,,,PPIAL4C-3,PPIAL4C
,,,,,,,PPIAL4C-4,PPIAL4C
,,,,,,,PPIAL4D-1,PPIAL4D
,,,,,,,PPIAL4D-2,PPIAL4D
,,,,,,,PPIAL4D-3,PPIAL4D
,,,,,,,PPIAL4D-4,PPIAL4D
,,,,,,,PPIAL4E-1,PPIAL4E
,,,,,,,PPIAL4E-2,PPIAL4E
,,,,,,,PPIAL4E-3,PPIAL4E
,,,,,,,PPIAL4E-4,PPIAL4E
,,,,,,,PPIAL4F-1,PPIAL4F
,,,,,,,PPIAL4F-2,PPIAL4F
,,,,,,,PPIAL4F-3,PPIAL4F
,,,,,,,PPIAL4F-4,PPIAL4F
,,,,,,,PPIAL4G-1,PPIAL4G
,,,,,,,PPIAL4G-2,PPIAL4G
,,,,,,,PPIAL4G-3,PPIAL4G
,,,,,,,PPIAL4G-4,PPIAL4G
,,,,,,,PPIB-1,PPIB
,,,,,,,PPIB-2,PPIB
,,,,,,,PPIB-3,PPIB
,,,,,,,PPIB-4,PPIB
,,,,,,,PPIC-1,PPIC
,,,,,,,PPIC-2,PPIC
,,,,,,,PPIC-3,PPIC
,,,,,,,PPIC-4,PPIC
,,,,,,,PPID-1,PPID
,,,,,,,PPID-2,PPID
,,,,,,,PPID-3,PPID
,,,,,,,PPID-4,PPID
,,,,,,,PPIE-1,PPIE
,,,,,,,PPIE-2,PPIE
,,,,,,,PPIE-3,PPIE
,,,,,,,PPIE-4,PPIE
,,,,,,,PPIF-1,PPIF
,,,,,,,PPIF-2,PPIF
,,,,,,,PPIF-3,PPIF
,,,,,,,PPIF-4,PPIF
,,,,,,,PPIG-1,PPIG
,,,,,,,PPIG-2,PPIG
,,,,,,,PPIG-3,PPIG
,,,,,,,PPIG-4,PPIG
,,,,,,,PPIH-1,PPIH
,,,,,,,PPIH-2,PPIH
,,,,,,,PPIH-3,PPIH
,,,,,,,PPIH-4,PPIH
,,,,,,,PPIL1-1,PPIL1
,,,,,,,PPIL1-2,PPIL1
,,,,,,,PPIL1-3,PPIL1
,,,,,,,PPIL1-4,PPIL1
,,,,,,,PPIL2-1,PPIL2
,,,,,,,PPIL2-2,PPIL2
,,,,,,,PPIL2-3,PPIL2
,,,,,,,PPIL2-4,PPIL2
,,,,,,,PPIL3-1,PPIL3
,,,,,,,PPIL3-2,PPIL3
,,,,,,,PPIL3-3,PPIL3
,,,,,,,PPIL3-4,PPIL3
,,,,,,,PPIL4-1,PPIL4
,,,,,,,PPIL4-2,PPIL4
,,,,,,,PPIL4-3,PPIL4
,,,,,,,PPIL4-4,PPIL4
,,,,,,,PPIL6-1,PPIL6
,,,,,,,PPIL6-2,PPIL6
,,,,,,,PPIL6-3,PPIL6
,,,,,,,PPIL6-4,PPIL6
,,,,,,,PPIP5K1-1,PPIP5K1
,,,,,,,PPIP5K1-2,PPIP5K1
,,,,,,,PPIP5K1-3,PPIP5K1
,,,,,,,PPIP5K1-4,PPIP5K1
,,,,,,,PPIP5K2-1,PPIP5K2
,,,,,,,PPIP5K2-2,PPIP5K2
,,,,,,,PPIP5K2-3,PPIP5K2
,,,,,,,PPIP5K2-4,PPIP5K2
,,,,,,,PPL-1,PPL
,,,,,,,PPL-2,PPL
,,,,,,,PPL-3,PPL
,,,,,,,PPL-4,PPL
,,,,,,,PPM1A-1,PPM1A
,,,,,,,PPM1A-2,PPM1A
,,,,,,,PPM1A-3,PPM1A
,,,,,,,PPM1A-4,PPM1A
,,,,,,,PPM1B-1,PPM1B
,,,,,,,PPM1B-2,PPM1B
,,,,,,,PPM1B-3,PPM1B
,,,,,,,PPM1B-4,PPM1B
,,,,,,,PPM1D-1,PPM1D
,,,,,,,PPM1D-2,PPM1D
,,,,,,,PPM1D-3,PPM1D
,,,,,,,PPM1D-4,PPM1D
,,,,,,,PPM1E-1,PPM1E
,,,,,,,PPM1E-2,PPM1E
,,,,,,,PPM1E-3,PPM1E
,,,,,,,PPM1E-4,PPM1E
,,,,,,,PPM1F-1,PPM1F
,,,,,,,PPM1F-2,PPM1F
,,,,,,,PPM1F-3,PPM1F
,,,,,,,PPM1F-4,PPM1F
,,,,,,,PPM1G-1,PPM1G
,,,,,,,PPM1G-2,PPM1G
,,,,,,,PPM1G-3,PPM1G
,,,,,,,PPM1G-4,PPM1G
,,,,,,,PPM1H-1,PPM1H
,,,,,,,PPM1H-2,PPM1H
,,,,,,,PPM1H-3,PPM1H
,,,,,,,PPM1H-4,PPM1H
,,,,,,,PPM1J-1,PPM1J
,,,,,,,PPM1J-2,PPM1J
,,,,,,,PPM1J-3,PPM1J
,,,,,,,PPM1J-4,PPM1J
,,,,,,,PPM1K-1,PPM1K
,,,,,,,PPM1K-2,PPM1K
,,,,,,,PPM1K-3,PPM1K
,,,,,,,PPM1K-4,PPM1K
,,,,,,,PPM1L-1,PPM1L
,,,,,,,PPM1L-2,PPM1L
,,,,,,,PPM1L-3,PPM1L
,,,,,,,PPM1L-4,PPM1L
,,,,,,,PPM1M-1,PPM1M
,,,,,,,PPM1M-2,PPM1M
,,,,,,,PPM1M-3,PPM1M
,,,,,,,PPM1M-4,PPM1M
,,,,,,,PPM1N-1,PPM1N
,,,,,,,PPM1N-2,PPM1N
,,,,,,,PPM1N-3,PPM1N
,,,,,,,PPM1N-4,PPM1N
,,,,,,,PPME1-1,PPME1
,,,,,,,PPME1-2,PPME1
,,,,,,,PPME1-3,PPME1
,,,,,,,PPME1-4,PPME1
,,,,,,,PPOX-1,PPOX
,,,,,,,PPOX-2,PPOX
,,,,,,,PPOX-3,PPOX
,,,,,,,PPOX-4,PPOX
,,,,,,,PPP1CA-1,PPP1CA
,,,,,,,PPP1CA-2,PPP1CA
,,,,,,,PPP1CA-3,PPP1CA
,,,,,,,PPP1CA-4,PPP1CA
,,,,,,,PPP1CB-1,PPP1CB
,,,,,,,PPP1CB-2,PPP1CB
,,,,,,,PPP1CB-3,PPP1CB
,,,,,,,PPP1CB-4,PPP1CB
,,,,,,,PPP1CC-1,PPP1CC
,,,,,,,PPP1CC-2,PPP1CC
,,,,,,,PPP1CC-3,PPP1CC
,,,,,,,PPP1CC-4,PPP1CC
,,,,,,,PPP1R10-1,PPP1R10
,,,,,,,PPP1R10-2,PPP1R10
,,,,,,,PPP1R10-3,PPP1R10
,,,,,,,PPP1R10-4,PPP1R10
,,,,,,,PPP1R11-1,PPP1R11
,,,,,,,PPP1R11-2,PPP1R11
,,,,,,,PPP1R11-3,PPP1R11
,,,,,,,PPP1R11-4,PPP1R11
,,,,,,,PPP1R12A-1,PPP1R12A
,,,,,,,PPP1R12A-2,PPP1R12A
,,,,,,,PPP1R12A-3,PPP1R12A
,,,,,,,PPP1R12A-4,PPP1R12A
,,,,,,,PPP1R12B-1,PPP1R12B
,,,,,,,PPP1R12B-2,PPP1R12B
,,,,,,,PPP1R12B-3,PPP1R12B
,,,,,,,PPP1R12B-4,PPP1R12B
,,,,,,,PPP1R12C-1,PPP1R12C
,,,,,,,PPP1R12C-2,PPP1R12C
,,,,,,,PPP1R12C-3,PPP1R12C
,,,,,,,PPP1R12C-4,PPP1R12C
,,,,,,,PPP1R13B-1,PPP1R13B
,,,,,,,PPP1R13B-2,PPP1R13B
,,,,,,,PPP1R13B-3,PPP1R13B
,,,,,,,PPP1R13B-4,PPP1R13B
,,,,,,,PPP1R13L-1,PPP1R13L
,,,,,,,PPP1R13L-2,PPP1R13L
,,,,,,,PPP1R13L-3,PPP1R13L
,,,,,,,PPP1R13L-4,PPP1R13L
,,,,,,,PPP1R14A-1,PPP1R14A
,,,,,,,PPP1R14A-2,PPP1R14A
,,,,,,,PPP1R14A-3,PPP1R14A
,,,,,,,PPP1R14A-4,PPP1R14A
,,,,,,,PPP1R14B-1,PPP1R14B
,,,,,,,PPP1R14B-2,PPP1R14B
,,,,,,,PPP1R14B-3,PPP1R14B
,,,,,,,PPP1R14B-4,PPP1R14B
,,,,,,,PPP1R14C-1,PPP1R14C
,,,,,,,PPP1R14C-2,PPP1R14C
,,,,,,,PPP1R14C-3,PPP1R14C
,,,,,,,PPP1R14C-4,PPP1R14C
,,,,,,,PPP1R14D-1,PPP1R14D
,,,,,,,PPP1R14D-2,PPP1R14D
,,,,,,,PPP1R14D-3,PPP1R14D
,,,,,,,PPP1R14D-4,PPP1R14D
,,,,,,,PPP1R15A-1,PPP1R15A
,,,,,,,PPP1R15A-2,PPP1R15A
,,,,,,,PPP1R15A-3,PPP1R15A
,,,,,,,PPP1R15A-4,PPP1R15A
,,,,,,,PPP1R15B-1,PPP1R15B
,,,,,,,PPP1R15B-2,PPP1R15B
,,,,,,,PPP1R15B-3,PPP1R15B
,,,,,,,PPP1R15B-4,PPP1R15B
,,,,,,,PPP1R16A-1,PPP1R16A
,,,,,,,PPP1R16A-2,PPP1R16A
,,,,,,,PPP1R16A-3,PPP1R16A
,,,,,,,PPP1R16A-4,PPP1R16A
,,,,,,,PPP1R16B-1,PPP1R16B
,,,,,,,PPP1R16B-2,PPP1R16B
,,,,,,,PPP1R16B-3,PPP1R16B
,,,,,,,PPP1R16B-4,PPP1R16B
,,,,,,,PPP1R17-1,PPP1R17
,,,,,,,PPP1R17-2,PPP1R17
,,,,,,,PPP1R17-3,PPP1R17
,,,,,,,PPP1R17-4,PPP1R17
,,,,,,,PPP1R18-1,PPP1R18
,,,,,,,PPP1R18-2,PPP1R18
,,,,,,,PPP1R18-3,PPP1R18
,,,,,,,PPP1R18-4,PPP1R18
,,,,,,,PPP1R1A-1,PPP1R1A
,,,,,,,PPP1R1A-2,PPP1R1A
,,,,,,,PPP1R1A-3,PPP1R1A
,,,,,,,PPP1R1A-4,PPP1R1A
,,,,,,,PPP1R1B-1,PPP1R1B
,,,,,,,PPP1R1B-2,PPP1R1B
,,,,,,,PPP1R1B-3,PPP1R1B
,,,,,,,PPP1R1B-4,PPP1R1B
,,,,,,,PPP1R1C-1,PPP1R1C
,,,,,,,PPP1R1C-2,PPP1R1C
,,,,,,,PPP1R1C-3,PPP1R1C
,,,,,,,PPP1R1C-4,PPP1R1C
,,,,,,,PPP1R2-1,PPP1R2
,,,,,,,PPP1R2-2,PPP1R2
,,,,,,,PPP1R2-3,PPP1R2
,,,,,,,PPP1R2-4,PPP1R2
,,,,,,,PPP1R21-1,PPP1R21
,,,,,,,PPP1R21-2,PPP1R21
,,,,,,,PPP1R21-3,PPP1R21
,,,,,,,PPP1R21-4,PPP1R21
,,,,,,,PPP1R26-1,PPP1R26
,,,,,,,PPP1R26-2,PPP1R26
,,,,,,,PPP1R26-3,PPP1R26
,,,,,,,PPP1R26-4,PPP1R26
,,,,,,,PPP1R27-1,PPP1R27
,,,,,,,PPP1R27-2,PPP1R27
,,,,,,,PPP1R27-3,PPP1R27
,,,,,,,PPP1R27-4,PPP1R27
,,,,,,,PPP1R32-1,PPP1R32
,,,,,,,PPP1R32-2,PPP1R32
,,,,,,,PPP1R32-3,PPP1R32
,,,,,,,PPP1R32-4,PPP1R32
,,,,,,,PPP1R35-1,PPP1R35
,,,,,,,PPP1R35-2,PPP1R35
,,,,,,,PPP1R35-3,PPP1R35
,,,,,,,PPP1R35-4,PPP1R35
,,,,,,,PPP1R36-1,PPP1R36
,,,,,,,PPP1R36-2,PPP1R36
,,,,,,,PPP1R36-3,PPP1R36
,,,,,,,PPP1R36-4,PPP1R36
,,,,,,,PPP1R37-1,PPP1R37
,,,,,,,PPP1R37-2,PPP1R37
,,,,,,,PPP1R37-3,PPP1R37
,,,,,,,PPP1R37-4,PPP1R37
,,,,,,,PPP1R3A-1,PPP1R3A
,,,,,,,PPP1R3A-2,PPP1R3A
,,,,,,,PPP1R3A-3,PPP1R3A
,,,,,,,PPP1R3A-4,PPP1R3A
,,,,,,,PPP1R3B-1,PPP1R3B
,,,,,,,PPP1R3B-2,PPP1R3B
,,,,,,,PPP1R3B-3,PPP1R3B
,,,,,,,PPP1R3B-4,PPP1R3B
,,,,,,,PPP1R3C-1,PPP1R3C
,,,,,,,PPP1R3C-2,PPP1R3C
,,,,,,,PPP1R3C-3,PPP1R3C
,,,,,,,PPP1R3C-4,PPP1R3C
,,,,,,,PPP1R3D-1,PPP1R3D
,,,,,,,PPP1R3D-2,PPP1R3D
,,,,,,,PPP1R3D-3,PPP1R3D
,,,,,,,PPP1R3D-4,PPP1R3D
,,,,,,,PPP1R3E-1,PPP1R3E
,,,,,,,PPP1R3E-2,PPP1R3E
,,,,,,,PPP1R3E-3,PPP1R3E
,,,,,,,PPP1R3E-4,PPP1R3E
,,,,,,,PPP1R3F-1,PPP1R3F
,,,,,,,PPP1R3F-2,PPP1R3F
,,,,,,,PPP1R3F-3,PPP1R3F
,,,,,,,PPP1R3F-4,PPP1R3F
,,,,,,,PPP1R3G-1,PPP1R3G
,,,,,,,PPP1R3G-2,PPP1R3G
,,,,,,,PPP1R3G-3,PPP1R3G
,,,,,,,PPP1R3G-4,PPP1R3G
,,,,,,,PPP1R42-1,PPP1R42
,,,,,,,PPP1R42-2,PPP1R42
,,,,,,,PPP1R42-3,PPP1R42
,,,,,,,PPP1R42-4,PPP1R42
,,,,,,,PPP1R7-1,PPP1R7
,,,,,,,PPP1R7-2,PPP1R7
,,,,,,,PPP1R7-3,PPP1R7
,,,,,,,PPP1R7-4,PPP1R7
,,,,,,,PPP1R8-1,PPP1R8
,,,,,,,PPP1R8-2,PPP1R8
,,,,,,,PPP1R8-3,PPP1R8
,,,,,,,PPP1R8-4,PPP1R8
,,,,,,,PPP1R9A-1,PPP1R9A
,,,,,,,PPP1R9A-2,PPP1R9A
,,,,,,,PPP1R9A-3,PPP1R9A
,,,,,,,PPP1R9A-4,PPP1R9A
,,,,,,,PPP1R9B-1,PPP1R9B
,,,,,,,PPP1R9B-2,PPP1R9B
,,,,,,,PPP1R9B-3,PPP1R9B
,,,,,,,PPP1R9B-4,PPP1R9B
,,,,,,,PPP2CA-1,PPP2CA
,,,,,,,PPP2CA-2,PPP2CA
,,,,,,,PPP2CA-3,PPP2CA
,,,,,,,PPP2CA-4,PPP2CA
,,,,,,,PPP2CB-1,PPP2CB
,,,,,,,PPP2CB-2,PPP2CB
,,,,,,,PPP2CB-3,PPP2CB
,,,,,,,PPP2CB-4,PPP2CB
,,,,,,,PPP2R1A-1,PPP2R1A
,,,,,,,PPP2R1A-2,PPP2R1A
,,,,,,,PPP2R1A-3,PPP2R1A
,,,,,,,PPP2R1A-4,PPP2R1A
,,,,,,,PPP2R1B-1,PPP2R1B
,,,,,,,PPP2R1B-2,PPP2R1B
,,,,,,,PPP2R1B-3,PPP2R1B
,,,,,,,PPP2R1B-4,PPP2R1B
,,,,,,,PPP2R2A-1,PPP2R2A
,,,,,,,PPP2R2A-2,PPP2R2A
,,,,,,,PPP2R2A-3,PPP2R2A
,,,,,,,PPP2R2A-4,PPP2R2A
,,,,,,,PPP2R2B-1,PPP2R2B
,,,,,,,PPP2R2B-2,PPP2R2B
,,,,,,,PPP2R2B-3,PPP2R2B
,,,,,,,PPP2R2B-4,PPP2R2B
,,,,,,,PPP2R2C-1,PPP2R2C
,,,,,,,PPP2R2C-2,PPP2R2C
,,,,,,,PPP2R2C-3,PPP2R2C
,,,,,,,PPP2R2C-4,PPP2R2C
,,,,,,,PPP2R2D-1,PPP2R2D
,,,,,,,PPP2R2D-2,PPP2R2D
,,,,,,,PPP2R2D-3,PPP2R2D
,,,,,,,PPP2R2D-4,PPP2R2D
,,,,,,,PPP2R3A-1,PPP2R3A
,,,,,,,PPP2R3A-2,PPP2R3A
,,,,,,,PPP2R3A-3,PPP2R3A
,,,,,,,PPP2R3A-4,PPP2R3A
,,,,,,,PPP2R3B-1,PPP2R3B
,,,,,,,PPP2R3B-2,PPP2R3B
,,,,,,,PPP2R3B-3,PPP2R3B
,,,,,,,PPP2R3B-4,PPP2R3B
,,,,,,,PPP2R4-1,PPP2R4
,,,,,,,PPP2R4-2,PPP2R4
,,,,,,,PPP2R4-3,PPP2R4
,,,,,,,PPP2R4-4,PPP2R4
,,,,,,,PPP2R5A-1,PPP2R5A
,,,,,,,PPP2R5A-2,PPP2R5A
,,,,,,,PPP2R5A-3,PPP2R5A
,,,,,,,PPP2R5A-4,PPP2R5A
,,,,,,,PPP2R5B-1,PPP2R5B
,,,,,,,PPP2R5B-2,PPP2R5B
,,,,,,,PPP2R5B-3,PPP2R5B
,,,,,,,PPP2R5B-4,PPP2R5B
,,,,,,,PPP2R5C-1,PPP2R5C
,,,,,,,PPP2R5C-2,PPP2R5C
,,,,,,,PPP2R5C-3,PPP2R5C
,,,,,,,PPP2R5C-4,PPP2R5C
,,,,,,,PPP2R5D-1,PPP2R5D
,,,,,,,PPP2R5D-2,PPP2R5D
,,,,,,,PPP2R5D-3,PPP2R5D
,,,,,,,PPP2R5D-4,PPP2R5D
,,,,,,,PPP2R5E-1,PPP2R5E
,,,,,,,PPP2R5E-2,PPP2R5E
,,,,,,,PPP2R5E-3,PPP2R5E
,,,,,,,PPP2R5E-4,PPP2R5E
,,,,,,,PPP3CA-1,PPP3CA
,,,,,,,PPP3CA-2,PPP3CA
,,,,,,,PPP3CA-3,PPP3CA
,,,,,,,PPP3CA-4,PPP3CA
,,,,,,,PPP3CB-1,PPP3CB
,,,,,,,PPP3CB-2,PPP3CB
,,,,,,,PPP3CB-3,PPP3CB
,,,,,,,PPP3CB-4,PPP3CB
,,,,,,,PPP3CC-1,PPP3CC
,,,,,,,PPP3CC-2,PPP3CC
