GeneSymbol,Type,TotalGuides,HitsDown,HitsUp,MinFoldChange,MedianFoldChange,MaxFoldChange,rhoDepleted,pvalueDepleted,fdrDepleted,rhoEnriched,pvalueEnriched,fdrEnriched
PSAPL1,x,4,0,0,0.6940000000000001,0.925,1.371,0.20091072329013696,0.32692,1.0,0.595176448776491,0.66186,1.0
PTPN20,x,4,0,0,0.67,0.8355,1.081,0.20095160208072196,0.32695,1.0,1.0,1.0,1.0
HRNR,x,4,0,0,0.669,0.818,1.275,0.201340064022226,0.32736,1.0,0.715972173995229,0.73427,1.0
L2HGDH,x,4,0,0,0.672,0.9420000000000001,1.5730000000000002,0.20150368827776505,0.32752,1.0,0.36268108086284295,0.50505,1.0
ACTR8,x,4,1,0,0.253,0.8905,1.018,0.20163023649785397,0.32771999999999996,1.0,1.0,1.0,1.0
IGFBP5,x,4,1,0,0.5,0.88,1.092,0.20174919269894293,0.32783,1.0,1.0,1.0,1.0
RSPH10B,x,4,1,0,0.379,0.82,1.068,0.201912907619161,0.32804,1.0,1.0,1.0,1.0
RASGEF1A,x,4,0,0,0.46799999999999997,0.846,1.087,0.201933374530443,0.32805,1.0,1.0,1.0,1.0
PPP1R21,x,4,1,0,0.513,0.9465,1.6230000000000002,0.201974310049736,0.3281,1.0,0.316566609520937,0.45935,1.0
GLIS2,x,4,1,0,0.45399999999999996,0.823,1.663,0.2020971301764,0.32829,1.0,0.28183399673012605,0.42262,1.0
CNNM2,x,4,1,0,0.415,1.181,1.703,0.20224044603234398,0.32842,1.0,0.0361981944572794,0.09437000000000001,0.8254322544137619
UBE3D,x,4,0,0,0.645,0.895,1.524,0.202322353228737,0.3285,1.0,0.415071758834141,0.5535899999999999,1.0
LARP4,x,4,0,0,0.7,0.8270000000000001,1.242,0.202342831438675,0.32850999999999997,1.0,0.7535771732575061,0.76146,1.0
SNX30,x,4,1,0,0.457,0.831,1.035,0.202404269453379,0.32853000000000004,1.0,1.0,1.0,1.0
BDKRB1,x,4,0,0,0.552,0.9425,1.3319999999999999,0.20256812896943904,0.32874000000000003,1.0,0.440998080021299,0.57468,1.0
TAPBPL,x,4,0,1,0.6609999999999999,0.9390000000000001,1.8419999999999999,0.202732024544578,0.32893,1.0,0.16339911557798995,0.3004,0.9518845433449364
CEACAM7,n,4,1,0,0.494,0.8935,1.55,0.20285496986808602,0.32907,1.0,0.386831740872015,0.52853,1.0
LMNB1,x,4,0,0,0.5710000000000001,0.9515,1.729,0.20297793543945397,0.32919,1.0,0.2312253280598081,0.37206999999999996,0.9923481351015332
NAIP,x,4,1,0,0.47700000000000004,0.865,1.162,0.20314192100509196,0.32932,1.0,0.838282468996497,0.81815,1.0
SLX1B,x,4,0,0,0.574,0.8220000000000001,1.22,0.203326447716216,0.32958000000000004,1.0,0.7785305332980971,0.7797,1.0
BTG1,x,4,0,0,0.5770000000000001,0.8245,1.08,0.203408474172375,0.32976,1.0,1.0,1.0,1.0
